Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,292M,504M,1.11B,967M,4.77B
Net Income Growth,-,72.60%,121.03%,-13.20%,393.07%
"Depreciation, Depletion & Amortization",588M,641M,598M,606M,602M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,103M,(14M),24M,(234M),(99M)
Deferred Taxes,103M,(14M),24M,(234M),(99M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(62M),4M,189M,50M,-
Funds from Operations,921M,1.14B,1.93B,1.39B,5.27B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,1.09B,314M,529M,(801M),574M
Receivables,(123M),426M,(1.74B),(2.65B),(1.51B)
Accounts Payable,987M,(355M),2.68B,2.74B,1.5B
Other Assets/Liabilities,247M,104M,(212M),(120M),46M
Net Operating Cash Flow,2.01B,1.45B,2.45B,588M,5.85B
Net Operating Cash Flow Growth,-,-27.84%,69.36%,-76.04%,894.05%
Net Operating Cash Flow / Sales,7.24%,4.91%,6.84%,1.52%,11.28%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(551M),(586M),(751M),(843M),(652M)
Capital Expenditures Growth,-,-6.35%,-28.16%,-12.25%,22.66%
Capital Expenditures / Sales,-1.99%,-1.98%,-2.09%,-2.18%,-1.26%
Capital Expenditures (Fixed Assets),(355M),(463M),(508M),(384M),(417M)
Capital Expenditures (Other Assets),(196M),(123M),(243M),(459M),(235M)
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,25M,164M,165M,75M
Purchase/Sale of Investments,273M,1M,(1M),-,31M
Purchase of Investments,3M,1M,(1M),-,(1M)
Sale/Maturity of Investments,270M,-,-,-,32M
Other Uses,-,-,-,-,-
Other Sources,2M,(1M),-,-,-
Net Investing Cash Flow,(256M),(551M),(583M),(676M),(544M)
Net Investing Cash Flow Growth,-,-115.23%,-5.81%,-15.95%,19.53%
Net Investing Cash Flow / Sales,-0.92%,-1.87%,-1.62%,-1.75%,-1.05%
