Item,30-Apr-2021,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Net Income before Extraordinaries,286.8M,255.97M,260.36M,287.41M,278.62M
Net Income Growth,-,-10.75%,1.71%,10.39%,-3.06%
"Depreciation, Depletion & Amortization",31.97M,29.66M,31.77M,33.31M,36.58M
Depreciation and Depletion,30.17M,28.06M,29.97M,31.41M,34.68M
Amortization of Intangible Assets,1.8M,1.6M,1.8M,1.9M,1.9M
Deferred Taxes & Investment Tax Credit,(23.57M),6.18M,8.32M,(2.32M),8.58M
Deferred Taxes,(23.57M),6.18M,8.32M,(2.32M),8.58M
Investment Tax Credit,-,-,-,-,-
Other Funds,7.11M,13.02M,9.76M,11.53M,8.08M
Funds from Operations,302.3M,304.84M,310.21M,329.94M,331.86M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,66.94M,(75.76M),2.33M,(195.93M),84.24M
Receivables,25.46M,(55.33M),(63.2M),(84.99M),56.97M
Accounts Payable,37.87M,(3.3M),62.01M,(51.27M),35M
Other Assets/Liabilities,9.77M,(6.67M),(19.22M),(29.99M),(7.83M)
Net Operating Cash Flow,369.25M,229.08M,312.54M,134.01M,416.09M
Net Operating Cash Flow Growth,-,-37.96%,36.44%,-57.12%,210.50%
Net Operating Cash Flow / Sales,50.31%,30.60%,38.58%,15.45%,44.27%
Item,30-Apr-2021,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Capital Expenditures,(81.18M),(98.6M),(64.7M),(91.5M),(78.61M)
Capital Expenditures Growth,-,-21.46%,34.39%,-41.44%,14.09%
Capital Expenditures / Sales,-11.06%,-13.17%,-7.99%,-10.55%,-8.36%
Capital Expenditures (Fixed Assets),(81.18M),(98.6M),(64.7M),(91.5M),(78.61M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(5M),-,(469K),(24K)
Sale of Fixed Assets & Businesses,470K,1.93M,813K,439K,1.37M
Purchase/Sale of Investments,-,-,-,(374.87M),149.98M
Purchase of Investments,-,-,-,(374.87M),-
Sale/Maturity of Investments,-,-,-,-,149.98M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(80.71M),(101.67M),(63.88M),(466.4M),72.71M
Net Investing Cash Flow Growth,-,-25.97%,37.17%,-630.08%,115.59%
Net Investing Cash Flow / Sales,-11.00%,-13.58%,-7.89%,-53.77%,7.74%
