Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,438.8M,376.5M,661.4M,1.19B,1.04B
Net Income Growth,-,-14.20%,75.67%,79.27%,-11.97%
"Depreciation, Depletion & Amortization",221.5M,203.8M,233.3M,246.3M,265M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,75.9M,109M,(49.1M),130.2M,167.1M
Deferred Taxes,75.9M,109M,(49.1M),130.2M,167.1M
Investment Tax Credit,-,-,-,-,-
Other Funds,(33.8M),137M,40.6M,(417M),279.6M
Funds from Operations,702.4M,826.3M,886.2M,1.15B,1.76B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,312.7M,(403.6M),(455.8M),(639M),(170.4M)
Receivables,(44.9M),(175.3M),(461.9M),87M,(808.3M)
Accounts Payable,659.4M,(54.2M),325.3M,(296.9M),1.37B
Other Assets/Liabilities,(80.5M),(1.4M),174M,(147.5M),(195.1M)
Net Operating Cash Flow,1.02B,422.7M,430.4M,506.2M,1.59B
Net Operating Cash Flow Growth,-,-58.36%,1.82%,17.61%,213.14%
Net Operating Cash Flow / Sales,36.24%,12.36%,11.21%,12.91%,29.50%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(297.2M),(340M),(362.8M),(290.5M),(262.6M)
Capital Expenditures Growth,-,-14.40%,-6.71%,19.93%,9.60%
Capital Expenditures / Sales,-10.61%,-9.95%,-9.45%,-7.41%,-4.89%
Capital Expenditures (Fixed Assets),(297.2M),(340M),(362.8M),(290.5M),(262.6M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(24.1M),-,-
Sale of Fixed Assets & Businesses,-,-,28.1M,-,-
Purchase/Sale of Investments,(1.5M),(8.1M),(3.4M),(4.2M),(6.5M)
Purchase of Investments,(76.8M),(125.2M),(110.3M),(57.8M),(368.1M)
Sale/Maturity of Investments,75.3M,117.1M,106.9M,53.6M,361.6M
Other Uses,7M,-,(11.8M),(2.5M),2.5M
Other Sources,404.4M,350.8M,497.8M,1.02B,1.42B
Net Investing Cash Flow,(271.1M),(351M),(391.7M),(297.2M),(264.7M)
Net Investing Cash Flow Growth,-,-29.47%,-11.60%,24.13%,10.94%
Net Investing Cash Flow / Sales,-9.68%,-10.27%,-10.20%,-7.58%,-4.93%
