Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,497M,480M,334M,1.39B,587M
Net Income Growth,-,-3.42%,-30.42%,315.27%,-57.68%
"Depreciation, Depletion & Amortization",85M,83M,87M,79M,76M
Depreciation and Depletion,60M,58M,61M,58M,56M
Amortization of Intangible Assets,25M,25M,26M,21M,20M
Deferred Taxes & Investment Tax Credit,35M,36M,(143M),48M,(65M)
Deferred Taxes,35M,36M,(143M),48M,(65M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(36M),(35M),(77M),(1.17B),(84M)
Funds from Operations,581M,564M,201M,340M,514M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(20M),15M,712M,(542M),(482M)
Receivables,(202M),(27M),212M,(361M),(346M)
Accounts Payable,217M,128M,333M,132M,(53M)
Other Assets/Liabilities,(73M),48M,231M,77M,(38M)
Net Operating Cash Flow,561M,579M,913M,(202M),32M
Net Operating Cash Flow Growth,-,3.21%,57.69%,-122.12%,115.84%
Net Operating Cash Flow / Sales,10.31%,10.84%,17.79%,-4.34%,0.61%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(79M),(74M),(138M),(56M),(66M)
Capital Expenditures Growth,-,6.33%,-86.49%,59.42%,-17.86%
Capital Expenditures / Sales,-1.45%,-1.39%,-2.69%,-1.20%,-1.27%
Capital Expenditures (Fixed Assets),(79M),(74M),(138M),(56M),(66M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(161M),(47M),(152M),(9M),(29M)
Sale of Fixed Assets & Businesses,1M,2M,-,2.94B,9M
Purchase/Sale of Investments,-,-,7M,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,7M,-,-
Other Uses,(6M),(12M),18M,(50M),(89M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(252M),(125M),(266M),2.82B,(175M)
Net Investing Cash Flow Growth,-,50.40%,-112.80%,"1,160.15%",-106.21%
Net Investing Cash Flow / Sales,-4.63%,-2.34%,-5.18%,60.59%,-3.36%
