Item,31-May-2021,31-Aug-2021,30-Nov-2021,28-Feb-2022,31-May-2022
Net Income before Extraordinaries,836.77M,1.41B,1.19B,509.32M,1.32B
Net Income Growth,-,68.41%,-15.30%,-57.33%,159.67%
"Depreciation, Depletion & Amortization",22.42M,21.1M,20.11M,20.09M,19.43M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,21.72M,151.62M,(96.63M),(54.03M),(28.43M)
Deferred Taxes,21.72M,151.62M,(96.63M),(54.03M),(28.43M)
Investment Tax Credit,-,-,-,-,-
Other Funds,237.51M,(384.82M),271.64M,703.17M,201.02M
Funds from Operations,1.12B,1.2B,1.39B,1.18B,1.51B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(637.5M),(541.98M),(98.63M),(1.08B),(1.32B)
Receivables,72.26M,13.37M,(421.06M),380.5M,(254.26M)
Accounts Payable,1.13M,329.29M,367.3M,96.46M,180.24M
Other Assets/Liabilities,3.4M,(208.24M),(337.08M),359.47M,(49.44M)
Net Operating Cash Flow,480.92M,655.15M,1.29B,101.33M,190.4M
Net Operating Cash Flow Growth,-,36.23%,96.92%,-92.15%,87.90%
Net Operating Cash Flow / Sales,7.46%,9.45%,15.30%,1.53%,2.26%
Item,31-May-2021,31-Aug-2021,30-Nov-2021,28-Feb-2022,31-May-2022
Capital Expenditures,(15.12M),(15.6M),(25.21M),(5.78M),(5.09M)
Capital Expenditures Growth,-,-3.18%,-61.65%,77.08%,12.01%
Capital Expenditures / Sales,-0.23%,-0.22%,-0.30%,-0.09%,-0.06%
Capital Expenditures (Fixed Assets),(15.12M),(15.6M),(25.21M),(5.78M),(5.09M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(5.83M),(3.63M),(3.75M),(59.39M),(6.13M)
Sale of Fixed Assets & Businesses,8.34M,9.55M,55.77M,6.98M,29.36M
Purchase/Sale of Investments,(92.56M),(131.3M),(23.09M),(187.77M),(123.5M)
Purchase of Investments,(105.65M),(146.5M),(60.08M),(210.18M),(129.96M)
Sale/Maturity of Investments,13.1M,15.19M,36.99M,22.41M,6.46M
Other Uses,-,-,-,-,-
Other Sources,301.87M,139.31M,278.57M,199.48M,358.02M
Net Investing Cash Flow,(105.84M),(140.98M),3.72M,(245.96M),(105.36M)
Net Investing Cash Flow Growth,-,-33.20%,102.64%,"-6,709.97%",57.16%
Net Investing Cash Flow / Sales,-1.64%,-2.03%,0.04%,-3.72%,-1.25%
