Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,5.06B,6.82B,4.62B,8.11B,(454M)
Net Income Growth,-,34.82%,-32.24%,75.49%,-105.60%
"Depreciation, Depletion & Amortization",2.86B,2.96B,3.07B,3.35B,3.15B
Depreciation and Depletion,2.41B,2.5B,2.6B,2.85B,2.68B
Amortization of Intangible Assets,449M,464M,478M,501M,467M
Deferred Taxes & Investment Tax Credit,-,-,-,-,-
Deferred Taxes,-,-,-,-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,709M,27M,133M,(4.72B),1.09B
Funds from Operations,8.63B,9.81B,7.83B,6.74B,3.79B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,119M,91M,(2.03B),(848M),(2.98B)
Receivables,(252M),(940M),(1.06B),2.38B,1.01B
Accounts Payable,122M,670M,95M,(128M),245M
Other Assets/Liabilities,108M,627M,(476M),(1.29B),(444M)
Net Operating Cash Flow,8.75B,9.9B,5.8B,5.89B,809M
Net Operating Cash Flow Growth,-,13.19%,-41.44%,1.62%,-86.27%
Net Operating Cash Flow / Sales,44.55%,51.58%,28.24%,32.10%,5.28%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(3.87B),(4.44B),(7.63B),(4.8B),(7.26B)
Capital Expenditures Growth,-,-14.81%,-71.85%,37.15%,-51.24%
Capital Expenditures / Sales,-19.70%,-23.14%,-37.18%,-26.14%,-47.35%
Capital Expenditures (Fixed Assets),(3.87B),(4.44B),(7.63B),(4.8B),(7.26B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(209M),-,-
Sale of Fixed Assets & Businesses,-,-,-,6.54B,35M
Purchase/Sale of Investments,(3.01B),(6.48B),2.77B,(3.92B),8.59B
Purchase of Investments,(10.06B),(13.69B),(10.84B),(19.09B),(6.42B)
Sale/Maturity of Investments,7.05B,7.21B,13.61B,15.17B,15.01B
Other Uses,-,-,-,(468M),(1.2B)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(6.9B),(10.68B),(5.03B),(2.64B),168M
Net Investing Cash Flow Growth,-,-54.72%,52.87%,47.56%,106.36%
Net Investing Cash Flow / Sales,-35.17%,-55.66%,-24.52%,-14.38%,1.10%
