Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,347M,446M,68M,(278M),1.24B
Net Income Growth,-,28.53%,-84.75%,-508.82%,546.76%
"Depreciation, Depletion & Amortization",315M,322M,323M,324M,325M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(31M),68M,(63M),(97M),271M
Deferred Taxes,(31M),68M,(63M),(97M),271M
Investment Tax Credit,-,-,-,-,-
Other Funds,(16M),10M,38M,127M,(440M)
Funds from Operations,615M,846M,366M,76M,1.4B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,1.39B,(1.42B),(119M),995M,508M
Receivables,(563M),(22M),118M,(334M),439M
Accounts Payable,989M,(948M),63M,177M,329M
Other Assets/Liabilities,964M,(451M),(300M),1.15B,(260M)
Net Operating Cash Flow,2.01B,(575M),247M,1.07B,1.91B
Net Operating Cash Flow Growth,-,-128.68%,142.96%,333.60%,77.96%
Net Operating Cash Flow / Sales,50.02%,-12.29%,4.89%,22.82%,28.33%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(95M),(138M),(183M),(514M),(989M)
Capital Expenditures Growth,-,-45.26%,-32.61%,-180.87%,-92.41%
Capital Expenditures / Sales,-2.37%,-2.95%,-3.62%,-10.95%,-14.70%
Capital Expenditures (Fixed Assets),(95M),(138M),(183M),(514M),(989M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(374M),(273M),-,375M,(565M)
Purchase of Investments,(1.65B),(1.53B),(1.32B),(925M),(1.55B)
Sale/Maturity of Investments,1.28B,1.25B,1.32B,1.3B,980M
Other Uses,-,-,-,-,-
Other Sources,21M,18M,31M,3M,3M
Net Investing Cash Flow,(469M),(411M),(183M),(139M),(1.55B)
Net Investing Cash Flow Growth,-,12.37%,55.47%,24.04%,"-1,017.99%"
Net Investing Cash Flow / Sales,-11.70%,-8.78%,-3.62%,-2.96%,-23.10%
