Item,30-Apr-2021,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Net Income before Extraordinaries,227.92M,177.07M,281.75M,239.71M,261.68M
Net Income Growth,-,-22.31%,59.11%,-14.92%,9.16%
"Depreciation, Depletion & Amortization",52.26M,59.18M,65.92M,64.28M,62.16M
Depreciation and Depletion,42.01M,47.23M,53.14M,52.41M,64.43M
Amortization of Intangible Assets,10.25M,11.95M,12.78M,11.87M,(2.27M)
Deferred Taxes & Investment Tax Credit,1.67M,368K,26.3M,366K,(887K)
Deferred Taxes,1.67M,368K,26.3M,366K,(887K)
Investment Tax Credit,-,-,-,-,-
Other Funds,1.52M,120K,5.36M,25.02M,25.27M
Funds from Operations,283.37M,236.75M,379.33M,329.37M,348.22M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(127.8M),(160.22M),184.82M,54.38M,(154.87M)
Receivables,(16.38M),(171.96M),156K,85.08M,24.22M
Accounts Payable,20.65M,73.25M,145.29M,(85.55M),39.22M
Other Assets/Liabilities,29.46M,2.96M,(32.08M),7.61M,(11.18M)
Net Operating Cash Flow,155.57M,76.53M,564.15M,383.76M,193.36M
Net Operating Cash Flow Growth,-,-50.81%,637.18%,-31.98%,-49.62%
Net Operating Cash Flow / Sales,5.97%,2.67%,16.33%,12.61%,6.24%
Item,30-Apr-2021,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Capital Expenditures,(45.18M),(53.82M),(93.06M),(49.75M),(78.47M)
Capital Expenditures Growth,-,-19.11%,-72.91%,46.54%,-57.73%
Capital Expenditures / Sales,-1.73%,-1.88%,-2.69%,-1.63%,-2.53%
Capital Expenditures (Fixed Assets),(45.18M),(53.82M),(93.06M),(49.75M),(78.47M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(3.4B),-,-,-
Sale of Fixed Assets & Businesses,192K,257K,306K,388K,46K
Purchase/Sale of Investments,(516K),(582K),(3.06M),(1.61M),(2.76M)
Purchase of Investments,(516K),(582K),(3.06M),(1.61M),(2.76M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(2.45M),3.6M,(344K),-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(47.96M),(3.44B),(95.52M),(49.68M),(76.13M)
Net Investing Cash Flow Growth,-,"-7,079.78%",97.23%,47.99%,-53.24%
Net Investing Cash Flow / Sales,-1.84%,-120.23%,-2.76%,-1.63%,-2.46%
