Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,2.91B,4.13B,4.24B,3.37B,3.06B
Net Income Growth,-,41.88%,2.81%,-20.63%,-9.18%
"Depreciation, Depletion & Amortization",710M,711M,684M,690M,722M
Depreciation and Depletion,633M,634M,610M,611M,640M
Amortization of Intangible Assets,77M,77M,74M,79M,82M
Deferred Taxes & Investment Tax Credit,(91M),57M,(158M),(158M),(143M)
Deferred Taxes,(91M),57M,(158M),(158M),(143M)
Investment Tax Credit,-,-,-,-,-
Other Funds,141M,43M,143M,128M,129M
Funds from Operations,3.67B,4.94B,4.91B,4.03B,3.77B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,453M,(294M),210M,(781M),(53M)
Receivables,262M,(1.01B),368M,(272M),222M
Accounts Payable,342M,1.26B,170M,(84M),82M
Other Assets/Liabilities,(241M),(134M),103M,(13M),(362M)
Net Operating Cash Flow,4.12B,4.64B,5.12B,3.25B,3.71B
Net Operating Cash Flow Growth,-,12.67%,10.30%,-36.61%,14.39%
Net Operating Cash Flow / Sales,21.75%,22.83%,24.44%,16.75%,19.03%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(714M),(1.09B),(626M),(747M),(692M)
Capital Expenditures Growth,-,-52.80%,42.62%,-19.33%,7.36%
Capital Expenditures / Sales,-3.77%,-5.36%,-2.99%,-3.85%,-3.55%
Capital Expenditures (Fixed Assets),(714M),(1.09B),(626M),(747M),(692M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(34M),-,(349M),(1.03B),-
Sale of Fixed Assets & Businesses,2M,85M,12M,2M,11M
Purchase/Sale of Investments,(45M),-,3M,1M,(1M)
Purchase of Investments,(45M),-,-,-,-
Sale/Maturity of Investments,-,-,3M,1M,(1M)
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(791M),(1.01B),(960M),(1.78B),(682M)
Net Investing Cash Flow Growth,-,-27.18%,4.57%,-85.00%,61.60%
Net Investing Cash Flow / Sales,-4.18%,-4.95%,-4.58%,-9.16%,-3.49%
