Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,1.15B,1.76B,816.1M,675M,913.7M
Net Income Growth,-,52.90%,-53.75%,-17.29%,35.36%
"Depreciation, Depletion & Amortization",687.1M,694.8M,716.8M,731.6M,811M
Depreciation and Depletion,637.1M,644.8M,666.6M,682.4M,763.4M
Amortization of Intangible Assets,50M,50M,50.2M,49.2M,47.6M
Deferred Taxes & Investment Tax Credit,(88M),(33M),(300K),28.7M,6.6M
Deferred Taxes,(88M),(33M),(300K),28.7M,6.6M
Investment Tax Credit,-,-,-,-,-
Other Funds,107.4M,(778.1M),139.9M,50.8M,31.7M
Funds from Operations,1.86B,1.65B,1.67B,1.49B,1.76B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,241.8M,330.7M,561.7M,(921.2M),(63.1M)
Receivables,(25.9M),(29.9M),(91.6M),29.5M,(183.4M)
Accounts Payable,86.9M,81.7M,84M,49M,208.7M
Other Assets/Liabilities,134.8M,179.9M,605.3M,(710.8M),144M
Net Operating Cash Flow,2.1B,1.98B,2.23B,564.9M,1.7B
Net Operating Cash Flow Growth,-,-5.87%,12.90%,-74.72%,200.92%
Net Operating Cash Flow / Sales,28.05%,24.30%,27.76%,7.40%,20.87%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(337.8M),(484.3M),(416.8M),(455.1M),(423.5M)
Capital Expenditures Growth,-,-43.37%,13.94%,-9.19%,6.94%
Capital Expenditures / Sales,-4.51%,-5.95%,-5.18%,-5.96%,-5.20%
Capital Expenditures (Fixed Assets),(337.8M),(484.3M),(416.8M),(455.1M),(423.5M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,1.18B,-,-,-
Purchase/Sale of Investments,(27.2M),(5.1M),57.2M,3.6M,(46M)
Purchase of Investments,(45.6M),(64.7M),(61M),(6.5M),(49.8M)
Sale/Maturity of Investments,18.4M,59.6M,118.2M,10.1M,3.8M
Other Uses,(42.2M),(18.9M),(41.4M),(28.4M),(25.9M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(407.2M),666.7M,(401M),(479.9M),(495.4M)
Net Investing Cash Flow Growth,-,263.73%,-160.15%,-19.68%,-3.23%
Net Investing Cash Flow / Sales,-5.43%,8.19%,-4.98%,-6.29%,-6.08%
