Item,01-Jan-0001,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022
Net Income before Extraordinaries,188.8M,199.8M,226.9M,317.9M,122.7M
Net Income Growth,-,5.83%,13.56%,40.11%,-61.40%
"Depreciation, Depletion & Amortization",47.2M,51.5M,50.8M,48.8M,48.5M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,24.7M,80.5M,(12.4M),17.6M,-
Deferred Taxes,-,80.5M,(12.4M),17.6M,-
Investment Tax Credit,-,-,-,-,-
Other Funds,18.5M,(1.7M),16.1M,82M,21.9M
Funds from Operations,279.2M,330.1M,281.4M,466.3M,193.1M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(42.4M),49M,(259.6M),180M,(244.8M)
Receivables,-,39.7M,(40.3M),(48.6M),29.4M
Accounts Payable,-,32.3M,(32.7M),32M,23.8M
Other Assets/Liabilities,-,(124M),38.5M,(14.5M),(9.2M)
Net Operating Cash Flow,-,379.1M,21.8M,646.3M,(51.7M)
Net Operating Cash Flow Growth,-,-,-94.25%,"2,864.68%",-108.00%
Net Operating Cash Flow / Sales,-,23.47%,1.47%,30.18%,-3.60%
Item,01-Jan-0001,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022
Capital Expenditures,-,(47.1M),(33.4M),(38.3M),(3.4M)
Capital Expenditures Growth,-,-,29.09%,-14.67%,91.12%
Capital Expenditures / Sales,-,-2.92%,-2.26%,-1.79%,-0.24%
Capital Expenditures (Fixed Assets),-,(47.1M),(33.4M),(38.3M),(3.4M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,23.9M,-,-,-
Purchase/Sale of Investments,-,(300K),(395M),11M,121.6M
Purchase of Investments,-,(200K),(402.9M),(99.4M),(21.1M)
Sale/Maturity of Investments,-,(100K),7.9M,110.4M,142.7M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,-,(47.4M),(428.4M),(27.3M),118.2M
Net Investing Cash Flow Growth,-,-,-803.80%,93.63%,532.97%
Net Investing Cash Flow / Sales,-,-2.93%,-28.93%,-1.27%,8.22%
