Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,330M,248M,389M,325M,130M
Funds from Operations Growth,-,-24.85%,56.85%,-16.45%,-60.00%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,563M,601M,463M,198M,557M
Net Operating Cash Flow Growth,-,6.75%,-22.96%,-57.24%,181.31%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(4M),(3M),(3M),(4M),(4M)
Capital Expenditures Growth,-,25.00%,0.00%,-33.33%,0.00%
Capital Expenditures (Fixed Assets),(4M),(3M),(3M),(4M),(4M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(369M),(364M),(202M),(164M),(163M)
Purchase of Investments,(841M),(751M),(564M),(571M),(636M)
Sale/Maturity of Investments,472M,387M,362M,407M,473M
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,(10M),(8M),30M,(3M),(7M)
Other Sources,10M,10M,9M,9M,12M
Net Investing Cash Flow,(373M),(365M),(166M),(162M),(162M)
Net Investing Cash Flow Growth,-,2.14%,54.52%,2.41%,0.00%
