Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,301M,452M,242M,73M,255M
Net Income Growth,-,50.17%,-46.46%,-69.83%,249.32%
"Depreciation, Depletion & Amortization",222M,206M,245M,380M,355M
Depreciation and Depletion,155M,138M,146M,163M,162M
Amortization of Intangible Assets,67M,68M,99M,217M,193M
Deferred Taxes & Investment Tax Credit,(11M),(62M),(48M),(55M),(32M)
Deferred Taxes,(11M),(62M),(48M),(55M),(32M)
Investment Tax Credit,-,-,-,-,-
Other Funds,58M,96M,128M,34M,30M
Funds from Operations,570M,692M,567M,432M,608M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(93M),(17M),126M,(224M),(334M)
Receivables,(93M),(86M),(42M),153M,(110M)
Accounts Payable,(31M),23M,90M,5M,86M
Other Assets/Liabilities,(58M),(60M),(51M),(56M),(97M)
Net Operating Cash Flow,477M,675M,693M,208M,274M
Net Operating Cash Flow Growth,-,41.51%,2.67%,-69.99%,31.73%
Net Operating Cash Flow / Sales,15.40%,20.92%,19.72%,5.61%,7.31%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(158M),(179M),(235M),(140M),(171M)
Capital Expenditures Growth,-,-13.29%,-31.28%,40.43%,-22.14%
Capital Expenditures / Sales,-5.10%,-5.55%,-6.69%,-3.78%,-4.56%
Capital Expenditures (Fixed Assets),(158M),(179M),(235M),(140M),(171M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(36M),(46M),(10.04B),(174M),(16M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(188M),(207M),(10.27B),(304M),(187M)
Net Investing Cash Flow Growth,-,-10.11%,"-4,859.90%",97.04%,38.49%
Net Investing Cash Flow / Sales,-6.07%,-6.42%,-292.17%,-8.20%,-4.99%
