Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,1.41B,1.43B,2.12B,1.54B,1.67B
Net Income Growth,-,0.99%,48.46%,-27.50%,8.85%
"Depreciation, Depletion & Amortization",587M,593M,586M,557M,553M
Depreciation and Depletion,511M,518M,512M,485M,482M
Amortization of Intangible Assets,76M,75M,74M,72M,71M
Deferred Taxes & Investment Tax Credit,(41M),(389M),(62M),(99M),(184M)
Deferred Taxes,(41M),(389M),(62M),(99M),(184M)
Investment Tax Credit,-,-,-,-,-
Other Funds,84M,122M,(719M),(52M),101M
Funds from Operations,2.04B,1.75B,1.93B,1.94B,2.14B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,74M,(14M),(513M),(1.63B),90M
Receivables,200M,17M,(933M),(372M),655M
Accounts Payable,160M,339M,809M,452M,(25M)
Other Assets/Liabilities,(129M),306M,(321M),361M,(83M)
Net Operating Cash Flow,2.12B,1.74B,1.41B,313M,2.23B
Net Operating Cash Flow Growth,-,-17.85%,-18.85%,-77.83%,613.42%
Net Operating Cash Flow / Sales,16.42%,14.04%,10.24%,2.30%,15.67%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(596M),(587M),(785M),(679M),(595M)
Capital Expenditures Growth,-,1.51%,-33.73%,13.50%,12.37%
Capital Expenditures / Sales,-4.62%,-4.74%,-5.69%,-5.00%,-4.18%
Capital Expenditures (Fixed Assets),(596M),(587M),(785M),(679M),(595M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(12M),(51M),(41M),(8M),(28M)
Sale of Fixed Assets & Businesses,327M,236M,401M,269M,200M
Purchase/Sale of Investments,(202M),(286M),(471M),(867M),(47M)
Purchase of Investments,(352M),(434M),(832M),(1.44B),(680M)
Sale/Maturity of Investments,150M,148M,361M,571M,633M
Other Uses,(3.59B),(3.35B),(3.39B),(3B),(3.7B)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.24B),(375M),(992M),(1.31B),(575M)
Net Investing Cash Flow Growth,-,69.76%,-164.53%,-32.36%,56.21%
Net Investing Cash Flow / Sales,-9.61%,-3.03%,-7.19%,-9.66%,-4.04%
