Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,2.79B,1.59B,1.3B,2.31B,2.96B
Net Income Growth,-,-43.14%,-18.34%,78.47%,28.02%
"Depreciation, Depletion & Amortization",1.14B,1.13B,1.12B,1.06B,1.09B
Depreciation and Depletion,-,573M,586M,587M,621M
Amortization of Intangible Assets,-,561M,529M,468M,466M
Deferred Taxes & Investment Tax Credit,-,-,(428M),-,-
Deferred Taxes,-,-,(428M),-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,(59M),633M,1.84B,(98M),(172M)
Funds from Operations,3.87B,3.35B,3.82B,3.27B,3.88B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,1.98B,2.17B,182M,293M,1.57B
Receivables,(291M),(1.12B),801M,(1.97B),(720M)
Accounts Payable,936M,2.52B,(1.25B),3.45B,48M
Other Assets/Liabilities,695M,1.19B,997M,(792M),1.37B
Net Operating Cash Flow,5.85B,5.52B,4.01B,3.56B,5.44B
Net Operating Cash Flow Growth,-,-5.58%,-27.46%,-11.04%,52.76%
Net Operating Cash Flow / Sales,8.05%,7.48%,5.24%,4.64%,6.75%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(486M),(608M),(597M),(1.05B),(408M)
Capital Expenditures Growth,-,-25.10%,1.81%,-76.05%,61.18%
Capital Expenditures / Sales,-0.67%,-0.82%,-0.78%,-1.37%,-0.51%
Capital Expenditures (Fixed Assets),(486M),(608M),(597M),(1.05B),(408M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(24M),(27M),(11M),(7M),(2.06B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(669M),(235M),(859M),(904M),254M
Purchase of Investments,(2.44B),(1.85B),(2.55B),(3.47B),(1.54B)
Sale/Maturity of Investments,1.77B,1.61B,1.69B,2.57B,1.79B
Other Uses,-,-,-,(31M),31M
Other Sources,-,-,155M,-,-
Net Investing Cash Flow,(1.11B),(847M),(1.44B),(1.99B),(2.13B)
Net Investing Cash Flow Growth,-,23.49%,-70.01%,-38.40%,-6.87%
Net Investing Cash Flow / Sales,-1.52%,-1.15%,-1.88%,-2.59%,-2.64%
