Item,01-Jan-0001,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Net Income before Extraordinaries,329M,264M,442M,283M,274M
Net Income Growth,-,-19.76%,67.42%,-35.97%,-3.18%
"Depreciation, Depletion & Amortization",80M,84M,84M,82M,82M
Depreciation and Depletion,-,30M,29M,31M,31M
Amortization of Intangible Assets,-,54M,55M,51M,51M
Deferred Taxes & Investment Tax Credit,-,10M,(27M),24M,(5M)
Deferred Taxes,-,10M,(27M),24M,(5M)
Investment Tax Credit,-,-,-,-,-
Other Funds,42M,20M,(68M),99M,28M
Funds from Operations,432M,378M,431M,488M,379M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(106M),(44M),10M,(233M),(96M)
Receivables,-,(52M),(59M),(46M),(62M)
Accounts Payable,-,(5M),18M,37M,17M
Other Assets/Liabilities,-,7M,(2M),40M,(47M)
Net Operating Cash Flow,-,334M,441M,255M,283M
Net Operating Cash Flow Growth,-,-,32.04%,-42.18%,10.98%
Net Operating Cash Flow / Sales,-,21.06%,26.57%,15.23%,17.61%
Item,01-Jan-0001,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Capital Expenditures,-,(54M),(62M),(75M),(64M)
Capital Expenditures Growth,-,-,-14.81%,-20.97%,14.67%
Capital Expenditures / Sales,-,-3.40%,-3.73%,-4.48%,-3.98%
Capital Expenditures (Fixed Assets),-,(54M),(62M),(75M),(64M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,1M,-,-,(18M)
Sale of Fixed Assets & Businesses,-,-,1M,-,-
Purchase/Sale of Investments,-,(7M),5M,(3M),6M
Purchase of Investments,-,(7M),(7M),(3M),-
Sale/Maturity of Investments,-,-,12M,-,6M
Other Uses,-,-,(3M),(1M),-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,-,(61M),(59M),(79M),(76M)
Net Investing Cash Flow Growth,-,-,3.28%,-33.90%,3.80%
Net Investing Cash Flow / Sales,-,-3.85%,-3.55%,-4.72%,-4.73%
