Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,305.01M,284.01M,236.78M,273M,420M
Net Income Growth,-,-6.89%,-16.63%,15.30%,53.85%
"Depreciation, Depletion & Amortization",70.74M,70.35M,71.31M,65M,68M
Depreciation and Depletion,44.58M,44.91M,45.35M,42M,41M
Amortization of Intangible Assets,26.17M,25.44M,25.97M,23M,27M
Deferred Taxes & Investment Tax Credit,-,-,(27.08M),-,-
Deferred Taxes,-,-,(27.08M),-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,17.25M,(13.12M),18M,9M,(150M)
Funds from Operations,393M,341.23M,299.01M,347M,338M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,17.58M,87.71M,(293.99M),62M,(10M)
Receivables,36.26M,27.57M,117.53M,(230M),44M
Accounts Payable,(46.91M),93.7M,(94.99M),309M,103M
Other Assets/Liabilities,7.47M,26.58M,(134.88M),81M,4M
Net Operating Cash Flow,410.58M,428.94M,5.02M,409M,328M
Net Operating Cash Flow Growth,-,4.47%,-98.83%,"8,049.03%",-19.80%
Net Operating Cash Flow / Sales,11.95%,13.01%,0.16%,12.22%,9.82%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(46.08M),(44.85M),(160.76M),(59M),(40M)
Capital Expenditures Growth,-,2.66%,-258.43%,63.30%,32.20%
Capital Expenditures / Sales,-1.34%,-1.36%,-5.05%,-1.76%,-1.20%
Capital Expenditures (Fixed Assets),(46.08M),(44.85M),(160.76M),(59M),(40M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(27.1M),(37.29M),(57.13M),-,(5M)
Sale of Fixed Assets & Businesses,(1.73M),4.36M,3.39M,2M,373M
Purchase/Sale of Investments,2.82M,-,-,-,-
Purchase of Investments,2.82M,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(3.5M),(14.04M),(3.42M),(6M),-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(75.57M),(91.83M),(217.92M),(63M),328M
Net Investing Cash Flow Growth,-,-21.51%,-137.31%,71.09%,620.63%
Net Investing Cash Flow / Sales,-2.20%,-2.79%,-6.84%,-1.88%,9.82%
