Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,251M,324.6M,183.8M,40.7M,379.8M
Net Income Growth,-,29.32%,-43.38%,-77.86%,833.17%
"Depreciation, Depletion & Amortization",369M,365.1M,366.5M,373.6M,377.3M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,1M,15.3M,(14M),(86M),(14.4M)
Deferred Taxes,1M,15.3M,(14M),(86M),(14.4M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(900K),15.8M,(57.7M),293.5M,(1.7M)
Funds from Operations,620.1M,720.8M,478.6M,621.8M,741M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,130.7M,(43.3M),(225.8M),(231.9M),96.4M
Receivables,(76.4M),(95.5M),60.4M,(289.5M),(30.9M)
Accounts Payable,85.7M,233.1M,5.4M,58.9M,55.7M
Other Assets/Liabilities,(23.1M),(229.9M),(45.9M),(110.2M),(22.3M)
Net Operating Cash Flow,750.8M,677.5M,252.8M,389.9M,837.4M
Net Operating Cash Flow Growth,-,-9.76%,-62.69%,54.23%,114.77%
Net Operating Cash Flow / Sales,15.59%,13.31%,5.10%,7.24%,15.17%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(202.4M),(310.1M),(173.1M),(181M),(215.4M)
Capital Expenditures Growth,-,-53.21%,44.18%,-4.56%,-19.01%
Capital Expenditures / Sales,-4.20%,-6.09%,-3.50%,-3.36%,-3.90%
Capital Expenditures (Fixed Assets),(202.4M),(310.1M),(173.1M),(181M),(215.4M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(7M),-,-
Sale of Fixed Assets & Businesses,1.2M,300K,24.1M,600K,2.6M
Purchase/Sale of Investments,1.2M,100K,-,-,-
Purchase of Investments,-,100K,-,-,-
Sale/Maturity of Investments,1.2M,-,-,-,-
Other Uses,-,(2.9M),(800K),800K,-
Other Sources,-,-,7.8M,7.6M,8.3M
Net Investing Cash Flow,(190.3M),(290.5M),(154.8M),(151.8M),(207.6M)
Net Investing Cash Flow Growth,-,-52.65%,46.71%,1.94%,-36.76%
Net Investing Cash Flow / Sales,-3.95%,-5.71%,-3.13%,-2.82%,-3.76%
