Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,(717.79M),(845.89M),(1.57B),(982.71M),(509.32M)
Net Income Growth,-,-17.85%,-85.93%,37.52%,48.17%
"Depreciation, Depletion & Amortization",188.64M,188.53M,192.57M,195.46M,195.86M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,6K,67K,(1K),-,-
Deferred Taxes,6K,67K,(1K),-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,1.11M,36.44M,822.92M,198.61M,41.26M
Funds from Operations,(528.04M),(620.85M),(557.23M),(588.64M),(272.2M)
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(102M),(49.45M),241.58M,217.63M,534.39M
Receivables,(405.47M),(571.77M),(180.11M),618.85M,(52.59M)
Accounts Payable,19.58M,(11.19M),137.01M,(136.77M),9.58M
Other Assets/Liabilities,280.15M,454.75M,142.2M,(214.73M),427.19M
Net Operating Cash Flow,(630.04M),(670.3M),(315.66M),(371.01M),262.19M
Net Operating Cash Flow Growth,-,-6.39%,52.91%,-17.54%,170.67%
Net Operating Cash Flow / Sales,"-14,424.08%",-437.87%,-64.76%,-71.08%,22.08%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(173.13M),(230.05M),(213.31M),(165.28M),(161.02M)
Capital Expenditures Growth,-,-32.88%,7.27%,22.52%,2.58%
Capital Expenditures / Sales,"-3,963.62%",-150.28%,-43.76%,-31.67%,-13.56%
Capital Expenditures (Fixed Assets),(173.13M),(230.05M),(213.31M),(165.28M),(161.02M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,-,(240M),240M,-
Purchase of Investments,-,-,(1.01B),-,-
Sale/Maturity of Investments,-,-,770M,240M,-
Other Uses,(3.92M),(5.91M),(9.03M),-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(176.95M),(227.76M),(461.07M),79.66M,(160.72M)
Net Investing Cash Flow Growth,-,-28.71%,-102.44%,117.28%,-301.77%
Net Investing Cash Flow / Sales,"-4,051.03%",-148.78%,-94.59%,15.26%,-13.54%
