Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,301.23M,444.93M,339.79M,533.48M,315.56M
Net Income Growth,-,47.70%,-23.63%,57.00%,-40.85%
"Depreciation, Depletion & Amortization",76.03M,78.02M,83.05M,91.04M,93.85M
Depreciation and Depletion,64.4M,64.09M,-,71.18M,73.79M
Amortization of Intangible Assets,11.64M,13.94M,-,19.86M,20.06M
Deferred Taxes & Investment Tax Credit,6.5M,(5.03M),12.61M,5.06M,2.32M
Deferred Taxes,6.5M,(5.03M),12.61M,5.06M,2.32M
Investment Tax Credit,-,-,-,-,-
Other Funds,51.03M,65.68M,119.19M,51.97M,74.26M
Funds from Operations,434.8M,583.61M,554.64M,681.55M,485.99M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(26.79M),(197.54M),124.52M,(25.08M),(28.68M)
Receivables,111.04M,(311.81M),208.22M,(189.62M),208.84M
Accounts Payable,23.66M,109.68M,(36.71M),98.03M,25.31M
Other Assets/Liabilities,(2.84M),(49.44M),14.61M,(23.43M),(4.75M)
Net Operating Cash Flow,408.01M,386.07M,679.17M,656.47M,457.31M
Net Operating Cash Flow Growth,-,-5.38%,75.92%,-3.34%,-30.34%
Net Operating Cash Flow / Sales,20.51%,16.36%,29.20%,24.62%,19.27%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(113.14M),(119.84M),(148.43M),(141.06M),(99.9M)
Capital Expenditures Growth,-,-5.93%,-23.85%,4.96%,29.18%
Capital Expenditures / Sales,-5.69%,-5.08%,-6.38%,-5.29%,-4.21%
Capital Expenditures (Fixed Assets),(113.14M),(119.84M),(148.43M),(141.06M),(99.9M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(418.19M),(1.31M),(1.18B),-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(32.38M),(18.47M),(52.5M),(22.5M),(93.69M)
Purchase of Investments,(32.38M),(18.47M),(52.5M),(22.5M),(93.69M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,(400K),400K
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(563.12M),(139.62M),(1.38B),(163.97M),(187.02M)
Net Investing Cash Flow Growth,-,75.21%,-890.62%,88.14%,-14.06%
Net Investing Cash Flow / Sales,-28.31%,-5.92%,-59.46%,-6.15%,-7.88%
