Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,3.09B,6.12B,5.08B,6.28B,11.72B
Net Income Growth,-,97.64%,-16.89%,23.51%,86.63%
"Depreciation, Depletion & Amortization",4.54B,4.34B,4.88B,3.79B,3.8B
Depreciation and Depletion,4.54B,4.34B,4.88B,3.79B,3.8B
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,68M,658M,228M,626M,715M
Deferred Taxes,68M,658M,228M,626M,715M
Investment Tax Credit,-,-,-,-,-
Other Funds,(909M),(1.24B),(438M),(1.29B),(2.57B)
Funds from Operations,6.79B,9.87B,9.75B,9.4B,13.66B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,164M,(1.29B),(290M),(1.35B),118M
Receivables,(1.9B),(967M),(1.84B),(5.29B),(3.34B)
Accounts Payable,2.15B,91M,1.63B,3.77B,4.45B
Other Assets/Liabilities,395M,(957M),(296M),(271M),(1.03B)
Net Operating Cash Flow,6.95B,8.58B,9.46B,8.06B,13.78B
Net Operating Cash Flow Growth,-,23.37%,10.25%,-14.83%,71.10%
Net Operating Cash Flow / Sales,19.11%,20.26%,20.47%,15.14%,21.06%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(1.74B),(1.77B),(2.46B),(1.8B),(2.34B)
Capital Expenditures Growth,-,-1.78%,-38.84%,26.63%,-29.97%
Capital Expenditures / Sales,-4.78%,-4.18%,-5.32%,-3.39%,-3.58%
Capital Expenditures (Fixed Assets),(1.74B),(1.77B),(2.46B),(1.8B),(2.34B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,(2.86B)
Sale of Fixed Assets & Businesses,211M,217M,1.21B,1.28B,1.07B
Purchase/Sale of Investments,(45M),208M,(139M),(146M),(657M)
Purchase of Investments,(61M),(141M),(152M),(160M),(698M)
Sale/Maturity of Investments,16M,349M,13M,14M,41M
Other Uses,-,2M,-,-,(169M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.57B),(1.34B),(1.39B),(665M),(4.96B)
Net Investing Cash Flow Growth,-,14.69%,-3.58%,52.12%,-646.47%
Net Investing Cash Flow / Sales,-4.32%,-3.17%,-3.01%,-1.25%,-7.58%
