Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,410M,377M,347M,691M,782M
Funds from Operations Growth,-,-8.05%,-7.96%,99.14%,13.17%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,275M,349M,60M,(275M),129M
Net Operating Cash Flow,685M,726M,407M,416M,911M
Net Operating Cash Flow Growth,-,5.99%,-43.94%,2.21%,118.99%
Net Operating Cash Flow / Interest Income,73.26%,60.25%,34.43%,34.81%,68.44%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(77M),(58M),(90M),(73M),(50M)
Capital Expenditures (Fixed Assets),(77M),(58M),(90M),(73M),(50M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(618M),-,-,(223M)
Sale of Fixed Assets & Businesses,466M,-,-,-,-
Purchase/Sale of Investments,1.69B,(4.01B),(3.03B),(1.87B),(1.8B)
Purchase of Investments,(7.01B),(6.83B),(6.02B),(4.56B),(4.03B)
Sale/Maturity of Investments,8.69B,2.83B,2.99B,2.69B,2.24B
Increase in Loans,179M,(393M),(367M),(1.64B),(4.01B)
Decrease in Loans,2.2B,1.26B,(1.33B),849M,(43M)
Other Uses,-,-,-,(817M),61M
Other Sources,97M,(20M),(7M),-,-
Net Investing Cash Flow,4.56B,(3.84B),(4.82B),(3.55B),(6.06B)
Net Investing Cash Flow Growth,-,-184.22%,-25.54%,26.26%,-70.55%
Net Investing Cash Flow / Interest Income,487.27%,-318.42%,-407.53%,-297.24%,-455.15%
