Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,(536M),209M,142M,273M,119M
Net Income Growth,-,138.99%,-32.06%,92.25%,-56.41%
"Depreciation, Depletion & Amortization",298M,264M,281M,278M,297M
Depreciation and Depletion,269M,274M,272M,271M,289M
Amortization of Intangible Assets,29M,(10M),9M,7M,8M
Deferred Taxes & Investment Tax Credit,(21M),22M,36M,39M,17M
Deferred Taxes,(21M),22M,36M,39M,17M
Investment Tax Credit,-,-,-,-,-
Other Funds,804M,89M,13M,7M,30M
Funds from Operations,545M,584M,472M,597M,463M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,313M,(127M),(180M),(95M),14M
Receivables,37M,14M,(81M),(10M),(15M)
Accounts Payable,16M,(6M),56M,4M,162M
Other Assets/Liabilities,178M,(18M),(107M),(184M),(20M)
Net Operating Cash Flow,858M,457M,292M,502M,477M
Net Operating Cash Flow Growth,-,-46.74%,-36.11%,71.92%,-4.98%
Net Operating Cash Flow / Sales,66.61%,30.22%,19.66%,28.17%,28.13%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(498M),(491M),(513M),(427M),(582M)
Capital Expenditures Growth,-,1.41%,-4.48%,16.76%,-36.30%
Capital Expenditures / Sales,-38.66%,-32.47%,-34.55%,-23.96%,-34.32%
Capital Expenditures (Fixed Assets),(498M),(491M),(513M),(427M),(582M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,(3.67B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(351M),(14M),(1M),-,-
Other Sources,360M,-,-,-,3M
Net Investing Cash Flow,9.71B,(505M),(514M),(427M),(4.26B)
Net Investing Cash Flow Growth,-,-105.20%,-1.78%,16.93%,-896.72%
Net Investing Cash Flow / Sales,753.96%,-33.40%,-34.61%,-23.96%,-250.94%
