Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,5.19B,5.3B,5.41B,5.2B,4.28B
Funds from Operations Growth,-,2.10%,2.15%,-4.01%,-17.61%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,23.01B,9.58B,(8.61B),19.22B,5.69B
Net Operating Cash Flow,28.2B,14.88B,(3.19B),24.42B,9.97B
Net Operating Cash Flow Growth,-,-47.23%,-121.45%,864.94%,-59.16%
Net Operating Cash Flow / Interest Income,"1,274.77%",632.88%,-132.39%,921.40%,276.08%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(514M),(619M),(650M),(652M),(799M)
Capital Expenditures (Fixed Assets),(514M),(619M),(650M),(652M),(799M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(12.98B),(27.19B),812M,(15.57B),2.8B
Purchase of Investments,(23.63B),(18.39B),(16.31B),(46.51B),(1.74B)
Sale/Maturity of Investments,10.65B,(8.8B),17.12B,30.94B,4.53B
Increase in Loans,(10.95B),(5.77B),(12.91B),(7.48B),(11.05B)
Decrease in Loans,-,-,-,-,-
Other Uses,(187M),(216M),(385M),(124M),(210M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(24.64B),(33.8B),(13.13B),(23.82B),(9.26B)
Net Investing Cash Flow Growth,-,-37.20%,61.15%,-81.41%,61.13%
Net Investing Cash Flow / Interest Income,"-1,113.70%","-1,437.64%",-544.67%,-898.98%,-256.37%
