Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,21.74B,20.55B,34.63B,25.01B,19.44B
Net Income Growth,-,-5.49%,68.51%,-27.78%,-22.26%
"Depreciation, Depletion & Amortization",2.83B,2.99B,2.7B,2.74B,2.81B
Depreciation and Depletion,2.83B,2.99B,2.7B,2.74B,2.81B
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(530M),(4.04B),682M,406M,1.67B
Deferred Taxes,(530M),(4.04B),682M,406M,1.67B
Investment Tax Credit,-,-,-,-,-
Other Funds,1.75B,2.49B,2.43B,2.07B,2.2B
Funds from Operations,25.79B,21.99B,40.44B,30.22B,26.12B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(4.7B),(1.79B),6.53B,(2.05B),(3.23B)
Receivables,(869M),(17.6B),(13.75B),19.93B,3.17B
Accounts Payable,211M,14.11B,19.81B,(21.56B),(4.36B)
Other Assets/Liabilities,(4.05B),3.13B,(223M),(804M),(2.02B)
Net Operating Cash Flow,21.09B,20.2B,46.97B,28.17B,22.89B
Net Operating Cash Flow Growth,-,-4.24%,132.50%,-40.03%,-18.72%
Net Operating Cash Flow / Sales,25.88%,24.23%,37.89%,28.95%,27.59%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(2.09B),(3.22B),(2.8B),(2.51B),(2.1B)
Capital Expenditures Growth,-,-53.99%,13.03%,10.31%,16.39%
Capital Expenditures / Sales,-2.57%,-3.87%,-2.26%,-2.58%,-2.53%
Capital Expenditures (Fixed Assets),(2.09B),(3.22B),(2.8B),(2.51B),(2.1B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(4M),(20M),-,(167M),(2M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,5.75B,4.61B,(12.93B),(6.39B),6.95B
Purchase of Investments,(19.63B),(15.64B),(34.91B),(27.07B),(8.19B)
Sale/Maturity of Investments,25.38B,20.25B,21.98B,20.68B,15.14B
Other Uses,(78M),(530M),(374M),(194M),(615M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,3.57B,835M,(16.11B),(9.27B),4.23B
Net Investing Cash Flow Growth,-,-76.62%,"-2,028.86%",42.47%,145.70%
Net Investing Cash Flow / Sales,4.38%,1.00%,-12.99%,-9.52%,5.10%
