Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,152.26M,10.3M,144.5M,110.97M,(104M)
Net Income Growth,-,-93.24%,"1,303.29%",-23.20%,-193.72%
"Depreciation, Depletion & Amortization",52.19M,105.25M,48.91M,2.33M,182.6M
Depreciation and Depletion,12.46M,15.97M,16.3M,16.46M,17.5M
Amortization of Intangible Assets,39.73M,89.28M,32.62M,(14.14M),165.1M
Deferred Taxes & Investment Tax Credit,-,-,-,8.1M,-
Deferred Taxes,-,-,-,8.1M,-
Investment Tax Credit,-,-,-,-,-
Other Funds,62.85M,100.46M,51.06M,161.08M,119.1M
Funds from Operations,267.3M,216.01M,244.47M,282.48M,197.7M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(119.06M),(80.57M),(508.99M),(43.66M),(96.9M)
Receivables,74.68M,(317.53M),157.06M,67.93M,214.9M
Accounts Payable,(42M),343.35M,(440.69M),93.73M,18.8M
Other Assets/Liabilities,(158.08M),(105.22M),(226.13M),(203.5M),(330.6M)
Net Operating Cash Flow,148.24M,135.44M,(264.52M),238.82M,100.8M
Net Operating Cash Flow Growth,-,-8.64%,-295.31%,190.29%,-57.79%
Net Operating Cash Flow / Sales,18.23%,15.78%,-29.29%,25.68%,9.14%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(86.43M),(24.76M),(22.2M),(25.25M),(42.5M)
Capital Expenditures Growth,-,71.35%,10.34%,-13.74%,-68.32%
Capital Expenditures / Sales,-10.63%,-2.88%,-2.46%,-2.72%,-3.86%
Capital Expenditures (Fixed Assets),(86.43M),(24.76M),(22.2M),(25.25M),(42.5M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(97.89M),(33.73M),(25.67M),(4.04M),(3.13B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,170.46M,(311.75M),(48.9M),648.55M,363.3M
Purchase of Investments,(302.58M),(193.12M),(145.48M),319.61M,(5.1M)
Sale/Maturity of Investments,473.04M,(118.62M),96.58M,328.94M,368.4M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(13.86M),(370.24M),(95.67M),618.98M,(2.81B)
Net Investing Cash Flow Growth,-,"-2,571.83%",74.16%,746.98%,-553.54%
Net Investing Cash Flow / Sales,-1.70%,-43.14%,-10.59%,66.56%,-254.65%
