Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,492.9M,377.7M,511.4M,600.5M,720.4M
Net Income Growth,-,-23.37%,35.40%,17.42%,19.97%
"Depreciation, Depletion & Amortization",200.9M,207.2M,208M,185.7M,206.1M
Depreciation and Depletion,200.9M,207.2M,208M,185.7M,206.1M
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,-,-,(212.9M),-,-
Deferred Taxes,-,-,(212.9M),-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,19M,(192.8M),254.6M,(147.2M),(28.6M)
Funds from Operations,712.8M,392.1M,761.1M,639M,897.9M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(382M),(109.6M),275.4M,(179.7M),(259.7M)
Receivables,270M,450.1M,(600.8M),(708.4M),(302.1M)
Accounts Payable,75.2M,(224.2M),186.6M,550.3M,260M
Other Assets/Liabilities,(158.1M),166.5M,(41.1M),209.3M,(140.6M)
Net Operating Cash Flow,330.8M,282.5M,1.04B,459.3M,638.2M
Net Operating Cash Flow Growth,-,-14.60%,266.90%,-55.69%,38.95%
Net Operating Cash Flow / Sales,5.66%,5.49%,15.50%,7.09%,8.90%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(435.6M),(378.5M),(461M),(368.6M),(370.7M)
Capital Expenditures Growth,-,13.11%,-21.80%,20.04%,-0.57%
Capital Expenditures / Sales,-7.45%,-7.35%,-6.89%,-5.69%,-5.17%
Capital Expenditures (Fixed Assets),(435.6M),(378.5M),(461M),(368.6M),(370.7M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,232.5M,212.7M,218M,188.1M,160.2M
Purchase/Sale of Investments,(11.2M),(135.1M),(25M),(3.8M),(85.8M)
Purchase of Investments,(243.8M),(292M),(209.3M),(207.7M),(308.2M)
Sale/Maturity of Investments,232.6M,156.9M,184.3M,203.9M,222.4M
Other Uses,(1.27B),(1.09B),(1.18B),(1.22B),(1.2B)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(451M),(358.7M),(337.3M),(406.1M),(472.9M)
Net Investing Cash Flow Growth,-,20.47%,5.97%,-20.40%,-16.45%
Net Investing Cash Flow / Sales,-7.71%,-6.97%,-5.04%,-6.27%,-6.60%
