Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,218.3M,230.4M,158.1M,204.4M,187.1M
Net Income Growth,-,5.54%,-31.38%,29.29%,-8.46%
"Depreciation, Depletion & Amortization",55.4M,54.6M,54.2M,53.7M,53.6M
Depreciation and Depletion,23.7M,4.4M,42.5M,16.6M,16.8M
Amortization of Intangible Assets,31.7M,50.2M,11.7M,37.1M,36.8M
Deferred Taxes & Investment Tax Credit,12.8M,11.9M,(12.5M),(1M),3.4M
Deferred Taxes,12.8M,11.9M,(12.5M),(1M),3.4M
Investment Tax Credit,-,-,-,-,-
Other Funds,(22.2M),(34.5M),16M,(200K),11.7M
Funds from Operations,264.3M,262.4M,215.8M,256.9M,255.8M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(20.2M),46.9M,124.4M,(104.1M),(98.2M)
Receivables,20.8M,(24.5M),14.4M,(1.8M),(5.7M)
Accounts Payable,33.6M,83.7M,98.3M,(95.2M),33.1M
Other Assets/Liabilities,(5.7M),(2.3M),(13.4M),(1M),(700K)
Net Operating Cash Flow,244.1M,309.3M,340.2M,152.8M,157.6M
Net Operating Cash Flow Growth,-,26.71%,9.99%,-55.09%,3.14%
Net Operating Cash Flow / Sales,19.20%,23.59%,24.86%,11.78%,11.89%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(17M),(20.8M),(54.7M),(15.6M),(23.2M)
Capital Expenditures Growth,-,-22.35%,-162.98%,71.48%,-48.72%
Capital Expenditures / Sales,-1.34%,-1.59%,-4.00%,-1.20%,-1.75%
Capital Expenditures (Fixed Assets),(17M),(20.8M),(54.7M),(15.6M),(23.2M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(556M),-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(600K),(1.3M),(1.6M),(100K),(900K)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(17.6M),(22.1M),(612.3M),(15.7M),(24.1M)
Net Investing Cash Flow Growth,-,-25.57%,"-2,670.59%",97.44%,-53.50%
Net Investing Cash Flow / Sales,-1.38%,-1.69%,-44.74%,-1.21%,-1.82%
