Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,1.2B,600M,566M,1.25B,974M
Funds from Operations Growth,-,-50.08%,-5.67%,120.32%,-21.89%
Changes in Working Capital,106M,59M,(72M),(290M),172M
Receivables,(113M),205M,(10M),(238M),198M
Inventories,9M,(4M),(22M),(87M),29M
Accounts Payable,125M,51M,(3M),(62M),47M
Other Assets/Liabilities,110M,(170M),(34M),101M,(92M)
Net Operating Cash Flow,1.31B,659M,494M,957M,1.15B
Net Operating Cash Flow Growth,-,-49.62%,-25.04%,93.72%,19.75%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(72M),(98M),(218M),(70M),(81M)
Capital Expenditures Growth,-,-36.11%,-122.45%,67.89%,-15.71%
Capital Expenditures (Fixed Assets),(72M),(98M),(218M),(70M),(81M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(149M),261M,-,(18M),(265M)
Purchase of Investments,(149M),-,-,(18M),(265M)
Sale/Maturity of Investments,-,261M,-,-,-
Other Uses,-,-,-,-,-
Other Sources,1M,2M,1M,1M,-
Net Investing Cash Flow,(220M),165M,(217M),(87M),(346M)
