Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,18.53B,18.94B,20.64B,16.44B,16B
Net Income Growth,-,2.22%,9.01%,-20.38%,-2.64%
"Depreciation, Depletion & Amortization",2.95B,3.3B,3.44B,3.78B,3.9B
Depreciation and Depletion,2.73B,3.09B,3.22B,3.59B,3.7B
Amortization of Intangible Assets,215M,219M,224M,191M,201M
Deferred Taxes & Investment Tax Credit,379M,(1.29B),1.62B,(2.09B),(2.15B)
Deferred Taxes,379M,(1.29B),1.62B,(2.09B),(2.15B)
Investment Tax Credit,-,-,-,-,-
Other Funds,912M,1.78B,1.46B,6.08B,5.89B
Funds from Operations,22.76B,22.73B,27.16B,24.21B,23.64B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(871M),2.81B,(2.23B),897M,(4.22B)
Receivables,(3.66B),(2.41B),(5.82B),4.36B,(1.97B)
Accounts Payable,(130M),238M,1.16B,(2.37B),1.2B
Other Assets/Liabilities,(202M),(983M),(31M),(870M),(759M)
Net Operating Cash Flow,21.89B,25.54B,24.93B,25.11B,19.42B
Net Operating Cash Flow Growth,-,16.67%,-2.37%,0.69%,-22.64%
Net Operating Cash Flow / Sales,35.37%,39.26%,33.19%,37.07%,28.02%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(5.5B),(6.82B),(6.38B),(9.79B),(6.83B)
Capital Expenditures Growth,-,-24.07%,6.39%,-53.31%,30.23%
Capital Expenditures / Sales,-8.88%,-10.48%,-8.50%,-14.45%,-9.85%
Capital Expenditures (Fixed Assets),(5.5B),(6.82B),(6.38B),(9.79B),(6.83B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(308M),(259M),(385M),(173M),(1.06B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(3.29B),(3.36B),(4.35B),553M,3.48B
Purchase of Investments,(24.95B),(35.15B),(40.86B),(29.24B),(22.23B)
Sale/Maturity of Investments,21.66B,31.79B,36.51B,29.79B,25.71B
Other Uses,-,-,-,-,-
Other Sources,300M,-,-,-,-
Net Investing Cash Flow,(9.07B),(10.05B),(11.02B),(9.05B),(4.19B)
Net Investing Cash Flow Growth,-,-10.76%,-9.61%,17.84%,53.74%
Net Investing Cash Flow / Sales,-14.66%,-15.45%,-14.66%,-13.36%,-6.04%
