Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,153.97M,634.33M,347.53M,80.44M,(55.96M)
Net Income Growth,-,311.97%,-45.21%,-76.85%,-169.56%
"Depreciation, Depletion & Amortization",172.98M,170.26M,166M,167.83M,160.09M
Depreciation and Depletion,168.88M,166.26M,162.2M,164.13M,156.49M
Amortization of Intangible Assets,4.1M,4M,3.8M,3.7M,3.6M
Deferred Taxes & Investment Tax Credit,-,-,-,(157.49M),-
Deferred Taxes,-,-,-,(157.49M),-
Investment Tax Credit,-,-,-,-,-
Other Funds,(153.61M),(166.8M),78.14M,286.84M,119.29M
Funds from Operations,173.34M,637.78M,591.67M,377.62M,223.42M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(92.33M),(889.93M),374.43M,(310.79M),(581.74M)
Receivables,167.8M,(670.47M),288.03M,12.12M,174.13M
Accounts Payable,70.2M,2.56M,26.81M,5.79M,471.07M
Other Assets/Liabilities,(241.57M),(244.41M),(238.75M),(5.47M),(100.34M)
Net Operating Cash Flow,81.01M,(252.15M),966.1M,66.83M,(358.32M)
Net Operating Cash Flow Growth,-,-411.26%,483.15%,-93.08%,-636.19%
Net Operating Cash Flow / Sales,3.69%,-7.87%,26.59%,2.36%,-15.81%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(114.22M),(72.48M),(91.28M),(50.34M),(79.56M)
Capital Expenditures Growth,-,36.55%,-25.94%,44.85%,-58.05%
Capital Expenditures / Sales,-5.20%,-2.26%,-2.51%,-1.78%,-3.51%
Capital Expenditures (Fixed Assets),(93.22M),(51.36M),(69.64M),(31.23M),(52.66M)
Capital Expenditures (Other Assets),(21.01M),(21.11M),(21.64M),(19.11M),(26.91M)
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,616.53M,3.76M,-,399K,-
Purchase/Sale of Investments,-,598.81M,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,598.81M,-,-,-
Other Uses,(525K),-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,508.83M,543.53M,(98.95M),(49.68M),(69.52M)
Net Investing Cash Flow Growth,-,6.82%,-118.20%,49.80%,-39.94%
Net Investing Cash Flow / Sales,23.17%,16.97%,-2.72%,-1.75%,-3.07%
