Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,511M,552M,413M,594M,529M
Net Income Growth,-,8.02%,-25.18%,43.83%,-10.94%
"Depreciation, Depletion & Amortization",112M,110M,117M,114M,117M
Depreciation and Depletion,60M,59M,67M,62M,70M
Amortization of Intangible Assets,52M,51M,50M,52M,47M
Deferred Taxes & Investment Tax Credit,(11M),(97M),41M,(45M),(31M)
Deferred Taxes,(11M),(97M),41M,(45M),(31M)
Investment Tax Credit,-,-,-,-,-
Other Funds,49M,29M,46M,31M,47M
Funds from Operations,661M,594M,617M,694M,662M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(180M),59M,62M,(385M),(326M)
Receivables,(41M),6M,(12M),(102M),(80M)
Accounts Payable,21M,20M,54M,(31M),25M
Other Assets/Liabilities,(38M),126M,87M,(106M),(105M)
Net Operating Cash Flow,481M,653M,679M,309M,336M
Net Operating Cash Flow Growth,-,35.76%,3.98%,-54.49%,8.74%
Net Operating Cash Flow / Sales,24.69%,32.81%,34.52%,15.56%,16.37%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(113M),(119M),(168M),(115M),(146M)
Capital Expenditures Growth,-,-5.31%,-41.18%,31.55%,-26.96%
Capital Expenditures / Sales,-5.80%,-5.98%,-8.54%,-5.79%,-7.12%
Capital Expenditures (Fixed Assets),(113M),(119M),(168M),(115M),(146M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(11M),-,-,(4M),(89M)
Sale of Fixed Assets & Businesses,-,1M,1M,-,-
Purchase/Sale of Investments,-,(10M),(2M),(5M),(2M)
Purchase of Investments,-,(10M),(2M),(5M),(2M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,(1M),-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(139M),(114M),(142M),(118M),(203M)
Net Investing Cash Flow Growth,-,17.99%,-24.56%,16.90%,-72.03%
Net Investing Cash Flow / Sales,-7.14%,-5.73%,-7.22%,-5.94%,-9.89%
