Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,156.5M,178.92M,160.53M,119.16M,119.54M
Net Income Growth,-,14.33%,-10.27%,-25.77%,0.31%
"Depreciation, Depletion & Amortization",137.72M,139.75M,141.7M,142.6M,150.6M
Depreciation and Depletion,125.66M,127.79M,129.13M,128.95M,133.63M
Amortization of Intangible Assets,12.06M,11.96M,12.57M,13.64M,16.97M
Deferred Taxes & Investment Tax Credit,5.46M,(37.56M),(17.46M),(13.58M),(29.89M)
Deferred Taxes,5.46M,(37.56M),(17.46M),(13.58M),(29.89M)
Investment Tax Credit,-,-,-,-,-
Other Funds,79.37M,63.95M,75.5M,86.48M,62.38M
Funds from Operations,379.04M,345.05M,360.28M,334.66M,302.63M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(909K),44.69M,26.62M,(112.21M),38.8M
Receivables,11.18M,(10.82M),(8.87M),(39.2M),35.25M
Accounts Payable,(10.07M),66.8M,47.79M,(66.94M),6.96M
Other Assets/Liabilities,(2.01M),(11.29M),(12.29M),(6.07M),(3.42M)
Net Operating Cash Flow,378.13M,389.74M,386.9M,222.45M,341.43M
Net Operating Cash Flow Growth,-,3.07%,-0.73%,-42.50%,53.49%
Net Operating Cash Flow / Sales,44.34%,45.30%,42.73%,24.62%,37.80%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(154.57M),(116.25M),(109.7M),(131.36M),(118.17M)
Capital Expenditures Growth,-,24.79%,5.64%,-19.75%,10.04%
Capital Expenditures / Sales,-18.12%,-13.51%,-12.12%,-14.54%,-13.08%
Capital Expenditures (Fixed Assets),(154.57M),(116.25M),(109.7M),(131.36M),(118.17M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(583.19M),(872.1M),-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(4.66M),510.68M,(148.42M),691.8M,1.91M
Purchase of Investments,(291.96M),(229.5M),(320.87M),-,-
Sale/Maturity of Investments,287.3M,740.18M,172.46M,691.8M,1.91M
Other Uses,(212K),(1.45M),(2.66M),(5.24M),1.04M
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(159.62M),392.98M,(843.95M),(316.9M),(115.23M)
Net Investing Cash Flow Growth,-,346.20%,-314.76%,62.45%,63.64%
Net Investing Cash Flow / Sales,-18.72%,45.68%,-93.22%,-35.07%,-12.76%
