Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,505.91M,451.46M,387.73M,348.09M,128.91M
Net Income Growth,-,-10.76%,-14.12%,-10.22%,-62.97%
"Depreciation, Depletion & Amortization",146.58M,145.52M,144.1M,142.7M,139.44M
Depreciation and Depletion,65.33M,65.75M,65.36M,63.83M,-
Amortization of Intangible Assets,81.25M,79.77M,78.74M,78.87M,-
Deferred Taxes & Investment Tax Credit,(39.37M),(40.03M),(20.9M),(113.34M),-
Deferred Taxes,(39.37M),(40.03M),(20.9M),(113.34M),-
Investment Tax Credit,-,-,-,-,-
Other Funds,9.57M,91.59M,9.97M,39.64M,(68.46M)
Funds from Operations,622.69M,648.55M,520.9M,417.08M,374.16M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,70.9M,(224.19M),60.21M,125.89M,460.74M
Receivables,(59.63M),74.07M,75.09M,(313.06M),-
Accounts Payable,109.59M,(20.37M),(32.96M),144.86M,-
Other Assets/Liabilities,(45.45M),(8.44M),(45.16M),26.31M,449.93M
Net Operating Cash Flow,693.6M,424.36M,581.11M,542.97M,834.9M
Net Operating Cash Flow Growth,-,-38.82%,36.94%,-6.56%,53.77%
Net Operating Cash Flow / Sales,17.52%,11.28%,15.19%,13.29%,19.94%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(73.89M),(48.2M),(57.4M),(53.26M),(71.18M)
Capital Expenditures Growth,-,34.77%,-19.09%,7.22%,-33.65%
Capital Expenditures / Sales,-1.87%,-1.28%,-1.50%,-1.30%,-1.70%
Capital Expenditures (Fixed Assets),(73.89M),(48.2M),(57.4M),(53.26M),(71.18M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,7.85M,7.75M,17.11M,7.83M,10.03M
Purchase/Sale of Investments,3.99M,(2.14M),5.74M,(5.94M),6.26M
Purchase of Investments,(4.2M),(7.46M),(2.69M),(9.86M),(7.88M)
Sale/Maturity of Investments,8.19M,5.31M,8.43M,3.92M,14.15M
Other Uses,-,-,-,-,(235.43M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(51.43M),(41.95M),(32.42M),(51.4M),(293.08M)
Net Investing Cash Flow Growth,-,18.43%,22.71%,-58.53%,-470.24%
Net Investing Cash Flow / Sales,-1.30%,-1.11%,-0.85%,-1.26%,-7.00%
