Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,12.59B,10.87B,16.47B,12.04B,11.16B
Funds from Operations Growth,-,-13.67%,51.44%,-26.91%,-7.31%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(10.51B),14.75B,(13.96B),46.94B,(9.5B)
Net Operating Cash Flow,2.09B,25.62B,2.51B,58.98B,1.65B
Net Operating Cash Flow Growth,-,"1,128.63%",-90.21%,"2,252.57%",-97.20%
Net Operating Cash Flow / Interest Income,14.79%,176.91%,16.69%,380.61%,8.86%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,61.68B,(57.13B),20.29B,(171.41B),45.53B
Purchase of Investments,(20.34B),(83.8B),(121.52B),(209.18B),840M
Sale/Maturity of Investments,82.02B,26.67B,141.8B,37.77B,44.69B
Increase in Loans,(35.91B),(13.41B),(44.03B),(18.19B),(49.62B)
Decrease in Loans,9.55B,9.82B,9.86B,19.28B,16.81B
Other Uses,(2.85B),(3.85B),(3.69B),(3.2B),(1.56B)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,29.14B,(64.56B),(17.57B),(173.5B),11.16B
Net Investing Cash Flow Growth,-,-321.53%,72.79%,-887.50%,106.43%
Net Investing Cash Flow / Interest Income,206.78%,-445.86%,-116.99%,"-1,119.67%",59.87%
