Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,171M,183M,634M,345M,142M
Net Income Growth,-,7.02%,246.45%,-45.58%,-58.84%
"Depreciation, Depletion & Amortization",242M,250M,282M,345M,242M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,27M,35M,139M,33M,6M
Deferred Taxes,27M,35M,139M,33M,6M
Investment Tax Credit,-,-,-,-,-
Other Funds,(35M),(130M),(646M),(27M),(11M)
Funds from Operations,405M,338M,409M,696M,379M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,130M,(222M),(73M),11M,(27M)
Receivables,71M,28M,(232M),(121M),41M
Accounts Payable,103M,84M,69M,(129M),182M
Other Assets/Liabilities,88M,(113M),(2M),48M,142M
Net Operating Cash Flow,535M,116M,336M,707M,352M
Net Operating Cash Flow Growth,-,-78.32%,189.66%,110.42%,-50.21%
Net Operating Cash Flow / Sales,34.34%,6.72%,16.53%,29.78%,18.33%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(441M),(564M),(634M),(520M),(568M)
Capital Expenditures Growth,-,-27.89%,-12.41%,17.98%,-9.23%
Capital Expenditures / Sales,-28.31%,-32.70%,-31.19%,-21.90%,-29.58%
Capital Expenditures (Fixed Assets),(441M),(564M),(634M),(520M),(568M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,1M,-,5M,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,46M,(33M),(37M),(24M),(32M)
Other Sources,-,-,-,-,49M
Net Investing Cash Flow,(568M),(608M),227M,(539M),(600M)
Net Investing Cash Flow Growth,-,-7.04%,137.34%,-337.44%,-11.32%
Net Investing Cash Flow / Sales,-36.46%,-35.25%,11.17%,-22.70%,-31.25%
