Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,251M,218M,654M,531M,190M
Net Income Growth,-,-13.15%,200.00%,-18.81%,-64.22%
"Depreciation, Depletion & Amortization",327M,354M,328M,318M,327M
Depreciation and Depletion,325M,353M,325M,317M,325M
Amortization of Intangible Assets,2M,1M,3M,1M,2M
Deferred Taxes & Investment Tax Credit,(15M),35M,127M,28M,(5M)
Deferred Taxes,(15M),35M,127M,28M,(5M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(19M),(90M),(622M),(394M),(6M)
Funds from Operations,544M,517M,487M,483M,506M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,61M,8M,86M,97M,(108M)
Receivables,192M,75M,(397M),(200M),262M
Accounts Payable,(65M),67M,228M,(85M),(47M)
Other Assets/Liabilities,(34M),(13M),198M,250M,(206M)
Net Operating Cash Flow,605M,525M,573M,580M,398M
Net Operating Cash Flow Growth,-,-13.22%,9.14%,1.22%,-31.38%
Net Operating Cash Flow / Sales,34.73%,30.02%,24.76%,20.99%,21.18%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(789M),(765M),(1.02B),(846M),(1.03B)
Capital Expenditures Growth,-,3.04%,-32.81%,16.73%,-22.22%
Capital Expenditures / Sales,-45.29%,-43.74%,-43.91%,-30.62%,-55.03%
Capital Expenditures (Fixed Assets),(789M),(765M),(1.02B),(846M),(1.03B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,22M,-,2.06B,15M
Purchase/Sale of Investments,-,-,1.32B,702M,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,1.32B,702M,-
Other Uses,10M,-,(49M),-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(772M),(728M),253M,1.93B,(992M)
Net Investing Cash Flow Growth,-,5.70%,134.75%,664.43%,-151.29%
Net Investing Cash Flow / Sales,-44.32%,-41.62%,10.93%,70.00%,-52.79%
