Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,321.3M,332.08M,334.58M,426.1M,433.31M
Net Income Growth,-,3.36%,0.75%,27.35%,1.69%
"Depreciation, Depletion & Amortization",4.84M,4.68M,4.74M,4.46M,4.53M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,-,-,(234K),-,-
Deferred Taxes,-,-,(234K),-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,7.04M,71.8M,(3.22M),(23.16M),20.49M
Funds from Operations,333.17M,408.57M,335.87M,407.41M,458.34M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(140.41M),52.71M,(75.77M),(98.08M),(320.46M)
Receivables,(84K),1.98M,4.31M,(13.78M),(2.61M)
Accounts Payable,(25.68M),(52.91M),25.02M,127.08M,(101.37M)
Other Assets/Liabilities,28.93M,(6.21M),(21.25M),34.89M,(31.37M)
Net Operating Cash Flow,192.76M,461.27M,260.1M,309.33M,137.88M
Net Operating Cash Flow Growth,-,139.30%,-43.61%,18.93%,-55.43%
Net Operating Cash Flow / Sales,8.63%,19.61%,11.91%,13.39%,5.20%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(3.52M),(5.33M),(5.93M),(4.06M),(4.7M)
Capital Expenditures Growth,-,-51.48%,-11.32%,31.59%,-15.75%
Capital Expenditures / Sales,-0.16%,-0.23%,-0.27%,-0.18%,-0.18%
Capital Expenditures (Fixed Assets),(3.52M),(5.33M),(5.93M),(4.06M),(4.7M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,288K,164K,157K,210K,136K
Purchase/Sale of Investments,-,(202K),(421K),(472K),(8.75M)
Purchase of Investments,-,(202K),(421K),(472K),(8.75M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(3.23M),(5.36M),(6.19M),(4.32M),(13.31M)
Net Investing Cash Flow Growth,-,-66.17%,-15.45%,30.28%,-208.22%
Net Investing Cash Flow / Sales,-0.14%,-0.23%,-0.28%,-0.19%,-0.50%
