Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,373M,522M,527M,501M,592M
Funds from Operations Growth,-,39.95%,0.96%,-4.93%,18.16%
Changes in Working Capital,1.08B,4.01B,(3.15B),9.03B,(3.16B)
Receivables,(360M),(16M),141M,(516M),233M
Inventories,-,-,-,-,-
Accounts Payable,(798M),2.61B,5.02B,1.54B,(3.57B)
Other Assets/Liabilities,2.05B,1.16B,(7.92B),7.89B,157M
Net Operating Cash Flow,1.46B,4.54B,(2.62B),9.53B,(2.57B)
Net Operating Cash Flow Growth,-,211.68%,-157.79%,463.45%,-127.00%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(37M),25M,(19M),(23M),(26M)
Capital Expenditures Growth,-,167.57%,-176.00%,-21.05%,-13.04%
Capital Expenditures (Fixed Assets),(37M),25M,(19M),(23M),(26M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(21M),-,-,-
Sale of Fixed Assets & Businesses,-,-,-,1.67B,98M
Purchase/Sale of Investments,186M,(648M),11M,(912M),(391M)
Purchase of Investments,(896M),(1.13B),(824M),(1.25B),(704M)
Sale/Maturity of Investments,1.08B,481M,835M,336M,313M
Other Uses,11M,-,(151M),(45M),(10M)
Other Sources,171M,34M,75M,59M,57M
Net Investing Cash Flow,(767M),(2.02B),(1.22B),(963M),(2.8B)
