Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,52.28M,30.38M,48.69M,91.93M,57.36M
Net Income Growth,-,-41.89%,60.27%,88.82%,-37.61%
"Depreciation, Depletion & Amortization",16.02M,17.32M,18.97M,21.66M,22.57M
Depreciation and Depletion,16.02M,15.82M,17.97M,20.66M,21.47M
Amortization of Intangible Assets,-,-,1M,1M,1.1M
Deferred Taxes & Investment Tax Credit,3.75M,6.15M,20.28M,(10.33M),686K
Deferred Taxes,3.75M,6.15M,20.28M,(10.33M),686K
Investment Tax Credit,-,-,-,-,-
Other Funds,23.8M,29.22M,20.87M,20.94M,22.83M
Funds from Operations,95.85M,83.07M,108.8M,124.19M,103.44M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(38.86M),125K,(19.07M),(6.96M),(53.01M)
Receivables,(113K),6.9M,3.51M,(8.46M),(2.13M)
Accounts Payable,1.46M,(608K),(2.32M),5.41M,2.25M
Other Assets/Liabilities,(21.96M),(13.05M),(37.39M),(40.7M),(28.95M)
Net Operating Cash Flow,56.99M,83.19M,89.73M,117.23M,50.43M
Net Operating Cash Flow Growth,-,45.99%,7.85%,30.66%,-56.98%
Net Operating Cash Flow / Sales,23.53%,32.47%,31.48%,33.16%,15.91%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(37.4M),(25.49M),(37.97M),(34.47M),(33.25M)
Capital Expenditures Growth,-,31.86%,-49.00%,9.22%,3.56%
Capital Expenditures / Sales,-15.45%,-9.95%,-13.32%,-9.75%,-10.49%
Capital Expenditures (Fixed Assets),(37.4M),(23.99M),(33.97M),(34.47M),(33.25M)
Capital Expenditures (Other Assets),-,(1.5M),(4M),-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(19.84M),11.29M,(155.72M),(33.15M),78.36M
Purchase of Investments,(94.84M),(28.71M),(228.06M),(169.15M),(64.64M)
Sale/Maturity of Investments,75M,40M,72.34M,136M,143M
Other Uses,-,-,-,-,-
Other Sources,(274.31M),934.6M,(1.11B),2.1B,(520.53M)
Net Investing Cash Flow,(57.24M),(14.2M),(193.69M),(67.63M),45.12M
Net Investing Cash Flow Growth,-,75.20%,"-1,264.51%",65.09%,166.71%
Net Investing Cash Flow / Sales,-23.64%,-5.54%,-67.97%,-19.13%,14.24%
