Item,30-Apr-2021,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Net Income before Extraordinaries,259M,392M,2.55B,513M,250M
Net Income Growth,-,51.35%,551.28%,-79.91%,-51.27%
"Depreciation, Depletion & Amortization",639M,643M,641M,621M,621M
Depreciation and Depletion,555M,561M,563M,548M,547M
Amortization of Intangible Assets,84M,82M,78M,73M,74M
Deferred Taxes & Investment Tax Credit,(24M),(61M),(11M),37M,(91M)
Deferred Taxes,(24M),(61M),(11M),37M,(91M)
Investment Tax Credit,-,-,-,-,-
Other Funds,278M,277M,393M,153M,260M
Funds from Operations,1.15B,1.25B,3.58B,1.32B,1.04B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(330M),(121M),(620M),(1.4B),(661M)
Receivables,2M,(241M),(843M),724M,563M
Accounts Payable,325M,986M,458M,(438M),(885M)
Other Assets/Liabilities,(312M),(35M),439M,(741M),(458M)
Net Operating Cash Flow,822M,1.13B,2.96B,(76M),379M
Net Operating Cash Flow Growth,-,37.47%,161.59%,-102.57%,598.68%
Net Operating Cash Flow / Sales,12.20%,16.35%,40.37%,-1.10%,5.69%
Item,30-Apr-2021,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Capital Expenditures,(535M),(684M),(770M),(624M),(725M)
Capital Expenditures Growth,-,-27.85%,-12.57%,18.96%,-16.19%
Capital Expenditures / Sales,-7.94%,-9.90%,-10.52%,-9.05%,-10.89%
Capital Expenditures (Fixed Assets),(535M),(684M),(770M),(624M),(725M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(34M),(99M),(372M),-,-
Sale of Fixed Assets & Businesses,81M,80M,80M,123M,135M
Purchase/Sale of Investments,(3M),(24M),(12M),23M,9M
Purchase of Investments,(12M),(25M),(16M),(21M),(19M)
Sale/Maturity of Investments,9M,1M,4M,44M,28M
Other Uses,(365M),(242M),(30M),(10M),(30M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(579M),(486M),(1.08B),(335M),(492M)
Net Investing Cash Flow Growth,-,16.06%,-122.02%,68.95%,-46.87%
Net Investing Cash Flow / Sales,-8.60%,-7.03%,-14.74%,-4.86%,-7.39%
