Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,622.4M,582.1M,656.2M,826.2M,749.8M
Funds from Operations Growth,-,-6.47%,12.73%,25.91%,-9.25%
Changes in Working Capital,(122.6M),49.5M,12.1M,(27.1M),(132.2M)
Receivables,13.7M,50.7M,36.1M,(174M),26M
Inventories,-,-,-,-,-
Accounts Payable,(12.3M),24.6M,(22.2M),32M,-
Other Assets/Liabilities,75.4M,(21.2M),30.4M,(51M),59.9M
Net Operating Cash Flow,499.8M,631.6M,668.3M,799.1M,617.6M
Net Operating Cash Flow Growth,-,26.37%,5.81%,19.57%,-22.71%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(39.7M),(31.7M),(27.3M),(23.4M),(17.9M)
Capital Expenditures Growth,-,20.15%,13.88%,14.29%,23.50%
Capital Expenditures (Fixed Assets),(39.7M),(31.7M),(27.3M),(23.4M),(17.9M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.5M),-,(3M),-,-
Sale of Fixed Assets & Businesses,-,-,140.7M,-,-
Purchase/Sale of Investments,7.2M,90.5M,(42.8M),500K,11.4M
Purchase of Investments,(9.7M),(40.8M),(2.5M),(2.2M),(700K)
Sale/Maturity of Investments,16.9M,131.3M,(40.3M),2.7M,12.1M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(34M),58.8M,67.6M,(22.9M),(417.6M)
