Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,431M,323M,202M,348M,234M
Net Income Growth,-,-25.06%,-37.46%,72.28%,-32.76%
"Depreciation, Depletion & Amortization",43M,52M,62M,53M,50M
Depreciation and Depletion,21M,25M,28M,25M,22M
Amortization of Intangible Assets,22M,27M,34M,28M,28M
Deferred Taxes & Investment Tax Credit,(146M),(41M),(76M),(4M),(5M)
Deferred Taxes,(146M),(41M),(76M),(4M),(5M)
Investment Tax Credit,-,-,-,-,-
Other Funds,146M,(255M),385M,15M,115M
Funds from Operations,474M,79M,573M,412M,394M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,998M,(9M),(392M),(289M),(243M)
Receivables,(332M),(4M),99M,54M,(179M)
Accounts Payable,1.07B,(130M),(281M),(298M),61M
Other Assets/Liabilities,154M,(87M),21M,(44M),(24M)
Net Operating Cash Flow,1.47B,70M,181M,123M,151M
Net Operating Cash Flow Growth,-,-95.24%,158.57%,-32.04%,22.76%
Net Operating Cash Flow / Sales,90.98%,4.38%,10.55%,7.85%,9.53%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(59M),(253M),54M,(63M),(84M)
Capital Expenditures Growth,-,-328.81%,121.34%,-216.67%,-33.33%
Capital Expenditures / Sales,-3.65%,-15.81%,3.15%,-4.02%,-5.30%
Capital Expenditures (Fixed Assets),(59M),(36M),(59M),(33M),(45M)
Capital Expenditures (Other Assets),-,(217M),113M,(30M),(39M)
Net Assets from Acquisitions,(192M),192M,(192M),-,-
Sale of Fixed Assets & Businesses,2M,-,5M,-,1M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,388M,66M,(14M),-,-
Net Investing Cash Flow,(249M),(61M),(133M),(63M),(83M)
Net Investing Cash Flow Growth,-,75.50%,-118.03%,52.63%,-31.75%
Net Investing Cash Flow / Sales,-15.39%,-3.81%,-7.75%,-4.02%,-5.24%
