Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,(1.4M),535.58M,245.39M,279.59M,164.01M
Net Income Growth,-,"38,493.05%",-54.18%,13.94%,-41.34%
"Depreciation, Depletion & Amortization",569.72M,546.03M,546.62M,561.73M,552.22M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(125.16M),164.92M,(31.47M),70.78M,(344.92M)
Deferred Taxes,(125.16M),164.92M,(31.47M),70.78M,(344.92M)
Investment Tax Credit,-,-,-,-,-
Other Funds,342.06M,(139K),(81.6M),744K,(164.07M)
Funds from Operations,785.23M,1.25B,678.93M,912.85M,207.25M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,10.88M,18.04M,(389.2M),(374.88M),70.75M
Receivables,(101.59M),(90.81M),160.45M,122.99M,(347.49M)
Accounts Payable,44.24M,493.94M,(92.73M),(283.18M),326.09M
Other Assets/Liabilities,(86.7M),(534.12M),(347.58M),(182.41M),55.85M
Net Operating Cash Flow,796.11M,1.26B,289.73M,537.97M,278M
Net Operating Cash Flow Growth,-,58.83%,-77.09%,85.68%,-48.32%
Net Operating Cash Flow / Sales,28.21%,37.70%,10.64%,18.69%,8.19%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(1.39B),(1.1B),(2.33B),(1.58B),(1.36B)
Capital Expenditures Growth,-,21.36%,-112.80%,32.05%,14.02%
Capital Expenditures / Sales,-49.39%,-32.68%,-85.67%,-55.07%,-40.14%
Capital Expenditures (Fixed Assets),(1.39B),(1.1B),(2.33B),(1.58B),(1.36B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,22.42M,(5M),-,-,9.6M
Purchase/Sale of Investments,30.51M,10.4M,(6.61M),(37.91M),(310.37M)
Purchase of Investments,(579.69M),(659.65M),(1.08B),(505.99M),(1.94B)
Sale/Maturity of Investments,610.2M,670.05M,1.08B,468.08M,1.63B
Other Uses,1.3M,-,-,-,-
Other Sources,10.09M,22.75M,51.2M,1.38M,9.14M
Net Investing Cash Flow,(1.31B),(1.04B),(2.32B),(1.55B),(1.66B)
Net Investing Cash Flow Growth,-,21.11%,-123.73%,33.06%,-7.22%
Net Investing Cash Flow / Sales,-46.53%,-30.89%,-85.12%,-53.90%,-48.99%
