Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,1.66B,2.47B,2.01B,1.47B,1.38B
Net Income Growth,-,48.56%,-18.89%,-26.93%,-5.87%
"Depreciation, Depletion & Amortization",712M,716M,728M,732M,738M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(404M),183M,(255M),346M,(225M)
Deferred Taxes,(404M),183M,(255M),346M,(225M)
Investment Tax Credit,-,-,-,-,-
Other Funds,183M,(911M),(446M),121M,246M
Funds from Operations,2.16B,2.46B,2.03B,2.66B,2.14B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,96M,(183M),411M,(1.32B),(508M)
Receivables,(196M),(745M),350M,(427M),(120M)
Accounts Payable,420M,682M,268M,(771M),(47M)
Other Assets/Liabilities,-,-,-,-,-
Net Operating Cash Flow,2.25B,2.28B,2.44B,1.35B,1.63B
Net Operating Cash Flow Growth,-,1.16%,7.29%,-44.94%,21.19%
Net Operating Cash Flow / Sales,15.59%,14.91%,16.22%,9.00%,11.00%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(842M),(889M),(1.19B),(861M),(1.08B)
Capital Expenditures Growth,-,-5.58%,-34.08%,27.77%,-25.44%
Capital Expenditures / Sales,-5.83%,-5.82%,-7.91%,-5.76%,-7.29%
Capital Expenditures (Fixed Assets),(842M),(889M),(1.19B),(861M),(1.08B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(76M),(390M),(617M),(2M),(114M)
Sale of Fixed Assets & Businesses,10M,1.95B,180M,14M,6M
Purchase/Sale of Investments,(10M),(26M),(79M),10M,(2M)
Purchase of Investments,(10M),(26M),(79M),-,(2M)
Sale/Maturity of Investments,-,-,-,10M,-
Other Uses,-,-,(4M),(6M),(5M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(920M),640M,(1.71B),(845M),(1.21B)
Net Investing Cash Flow Growth,-,169.57%,-367.81%,50.70%,-42.60%
Net Investing Cash Flow / Sales,-6.37%,4.19%,-11.38%,-5.65%,-8.13%
