Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,90.3M,1.34B,116.09M,(34.79M),1.62B
Net Income Growth,-,"1,381.59%",-91.32%,-129.97%,"4,763.65%"
"Depreciation, Depletion & Amortization",327.19M,322.96M,354.36M,348.76M,474.16M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,11.47M,222.29M,88.48M,1.07M,541.57M
Deferred Taxes,11.47M,222.29M,88.48M,1.07M,541.57M
Investment Tax Credit,-,-,-,-,-
Other Funds,(118.38M),(1.47B),43.52M,161.53M,(2.18B)
Funds from Operations,310.58M,417.26M,602.45M,476.56M,459.11M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,146.25M,109.48M,(115.28M),(55.6M),53.57M
Receivables,(92.18M),(29.47M),(68.56M),(10.39M),(37.79M)
Accounts Payable,211.26M,194.62M,60.5M,(60.56M),46.59M
Other Assets/Liabilities,23.81M,(51.72M),(105.03M),21.13M,52.4M
Net Operating Cash Flow,456.83M,526.73M,487.17M,420.96M,512.68M
Net Operating Cash Flow Growth,-,15.30%,-7.51%,-13.59%,21.79%
Net Operating Cash Flow / Sales,20.14%,19.45%,15.94%,14.75%,15.70%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(104.48M),(138.75M),(168.56M),(101.58M),(135.26M)
Capital Expenditures Growth,-,-32.80%,-21.49%,39.73%,-33.15%
Capital Expenditures / Sales,-4.61%,-5.12%,-5.51%,-3.56%,-4.14%
Capital Expenditures (Fixed Assets),(104.48M),(138.75M),(168.56M),(101.58M),(135.26M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(1.79B),-,-,(1.6B)
Sale of Fixed Assets & Businesses,8.87M,3.89B,96.41M,2.92M,6.06M
Purchase/Sale of Investments,(25M),(50M),(107.44M),(129.18M),(38M)
Purchase of Investments,(25M),(50M),(75.04M),(129.18M),(38M)
Sale/Maturity of Investments,-,-,(32.4M),-,-
Other Uses,-,-,-,(10.02M),(145.27M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(119.61M),1.94B,(133.83M),(237.86M),2.46B
Net Investing Cash Flow Growth,-,"1,723.82%",-106.89%,-77.74%,"1,135.75%"
Net Investing Cash Flow / Sales,-5.27%,71.74%,-4.38%,-8.33%,75.46%
