Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,207M,278M,645M,158M,218M
Net Income Growth,-,34.30%,132.01%,-75.50%,37.97%
"Depreciation, Depletion & Amortization",158M,161M,160M,158M,163M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,38M,57M,109M,(61M),28M
Deferred Taxes,38M,57M,109M,(61M),28M
Investment Tax Credit,-,-,-,-,-
Other Funds,(5M),8M,(737M),(11M),(6M)
Funds from Operations,398M,504M,177M,244M,403M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(57M),5M,235M,(90M),(361M)
Receivables,(84M),(45M),29M,(6M),(153M)
Accounts Payable,42M,43M,38M,(110M),47M
Other Assets/Liabilities,(15M),7M,168M,26M,(109M)
Net Operating Cash Flow,341M,509M,412M,154M,42M
Net Operating Cash Flow Growth,-,49.27%,-19.06%,-62.62%,-72.73%
Net Operating Cash Flow / Sales,34.13%,46.61%,43.32%,18.29%,4.48%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(410M),(453M),(559M),(424M),(571M)
Capital Expenditures Growth,-,-10.49%,-23.40%,24.15%,-34.67%
Capital Expenditures / Sales,-41.04%,-41.48%,-58.78%,-50.36%,-60.94%
Capital Expenditures (Fixed Assets),(410M),(453M),(559M),(424M),(571M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(36M),(39M),(57M),(5M),(235M)
Sale of Fixed Assets & Businesses,-,-,472M,608M,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(25M),(27M),(39M),(20M),(29M)
Other Sources,16M,27M,12M,21M,20M
Net Investing Cash Flow,(471M),(519M),(183M),159M,(835M)
Net Investing Cash Flow Growth,-,-10.19%,64.74%,186.89%,-625.16%
Net Investing Cash Flow / Sales,-47.15%,-47.53%,-19.24%,18.88%,-89.11%
