Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,612M,541M,400M,423M,707M
Net Income Growth,-,-11.60%,-26.06%,5.75%,67.14%
"Depreciation, Depletion & Amortization",166M,159M,165M,160M,166M
Depreciation and Depletion,161M,153M,38M,155M,157M
Amortization of Intangible Assets,5M,6M,127M,5M,9M
Deferred Taxes & Investment Tax Credit,9M,27M,(37M),(66M),(46M)
Deferred Taxes,9M,27M,(37M),(66M),(46M)
Investment Tax Credit,-,-,-,-,-
Other Funds,25M,(9M),83M,120M,18M
Funds from Operations,812M,718M,611M,637M,845M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(196M),(149M),121M,(473M),(246M)
Receivables,43M,(22M),179M,(417M),165M
Accounts Payable,(88M),39M,(199M),484M,(58M)
Other Assets/Liabilities,(52M),(141M),61M,-,(114M)
Net Operating Cash Flow,616M,569M,732M,164M,599M
Net Operating Cash Flow Growth,-,-7.63%,28.65%,-77.60%,265.24%
Net Operating Cash Flow / Sales,10.08%,9.53%,12.51%,2.57%,9.10%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(136M),(164M),(388M),(115M),(160M)
Capital Expenditures Growth,-,-20.59%,-136.59%,70.36%,-39.13%
Capital Expenditures / Sales,-2.23%,-2.75%,-6.63%,-1.80%,-2.43%
Capital Expenditures (Fixed Assets),(125M),(150M),(372M),(104M),(147M)
Capital Expenditures (Other Assets),(11M),(14M),(16M),(11M),(13M)
Net Assets from Acquisitions,-,-,-,-,(245M)
Sale of Fixed Assets & Businesses,20M,-,-,83M,-
Purchase/Sale of Investments,(11M),7M,(217M),25M,(50M)
Purchase of Investments,(195M),(207M),(285M),(229M),(257M)
Sale/Maturity of Investments,184M,214M,68M,254M,207M
Other Uses,-,-,-,(3M),(29M)
Other Sources,-,-,-,23M,(14M)
Net Investing Cash Flow,(121M),(132M),(595M),(10M),(566M)
Net Investing Cash Flow Growth,-,-9.09%,-350.76%,98.32%,"-5,560.00%"
Net Investing Cash Flow / Sales,-1.98%,-2.21%,-10.17%,-0.16%,-8.59%
