Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,62M,88.9M,132.9M,55.7M,113.4M
Net Income Growth,-,43.39%,49.49%,-58.09%,103.59%
"Depreciation, Depletion & Amortization",73.6M,68.1M,68.5M,66.4M,65.4M
Depreciation and Depletion,53.8M,47.9M,48M,-,-
Amortization of Intangible Assets,19.8M,20.2M,20.5M,-,-
Deferred Taxes & Investment Tax Credit,-,-,71.7M,-,-
Deferred Taxes,-,-,71.7M,-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,59.1M,56.7M,52.1M,52M,3M
Funds from Operations,194.7M,213.7M,325.2M,174.1M,181.8M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,62.5M,(77M),(209.2M),19M,(448.7M)
Receivables,(9.7M),(6M),(220.9M),145.5M,(199.7M)
Accounts Payable,10.9M,11.1M,7.6M,44.6M,43.9M
Other Assets/Liabilities,(16.3M),(65.7M),(105.7M),(100.5M),(322M)
Net Operating Cash Flow,257.2M,136.7M,116M,193.1M,(266.9M)
Net Operating Cash Flow Growth,-,-46.85%,-15.14%,66.47%,-238.22%
Net Operating Cash Flow / Sales,21.94%,11.50%,8.92%,16.53%,-21.02%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(21.4M),(28.4M),(30.5M),(25M),(24.5M)
Capital Expenditures Growth,-,-32.71%,-7.39%,18.03%,2.00%
Capital Expenditures / Sales,-1.83%,-2.39%,-2.35%,-2.14%,-1.93%
Capital Expenditures (Fixed Assets),(21.4M),(28.4M),(30.5M),(25M),(24.5M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(17.7M),(3.3M),(600K)
Sale of Fixed Assets & Businesses,-,-,-,-,89.1M
Purchase/Sale of Investments,(61.1M),5.4M,63.1M,91.7M,88.9M
Purchase of Investments,(214.2M),(196.5M),(142.9M),(67.4M),(48.9M)
Sale/Maturity of Investments,153.1M,201.9M,206M,159.1M,137.8M
Other Uses,700K,600K,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(81.8M),(22.4M),15.6M,63.9M,153.8M
Net Investing Cash Flow Growth,-,72.62%,169.64%,309.62%,140.69%
Net Investing Cash Flow / Sales,-6.98%,-1.88%,1.20%,5.47%,12.11%
