Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,108.1M,107.7M,180.9M,149.2M,113.9M
Net Income Growth,-,-0.37%,67.97%,-17.52%,-23.66%
"Depreciation, Depletion & Amortization",45.7M,44.7M,50.5M,45.3M,45.6M
Depreciation and Depletion,36M,35M,40.8M,35.9M,36.7M
Amortization of Intangible Assets,9.7M,9.7M,9.7M,9.4M,8.9M
Deferred Taxes & Investment Tax Credit,3.6M,100K,32.7M,(2.3M),(800K)
Deferred Taxes,3.6M,100K,32.7M,(2.3M),(800K)
Investment Tax Credit,-,-,-,-,-
Other Funds,21.8M,31M,(27.2M),45.7M,53.2M
Funds from Operations,179.2M,183.5M,236.9M,237.9M,211.9M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(59.6M),(5.5M),95.3M,(189.5M),(47.4M)
Receivables,(34.6M),(21.6M),(1.3M),(55.4M),3M
Accounts Payable,61.2M,43.1M,32.5M,10.5M,40.6M
Other Assets/Liabilities,(12.3M),(3M),61M,(24.7M),12.8M
Net Operating Cash Flow,119.6M,178M,332.2M,48.4M,164.5M
Net Operating Cash Flow Growth,-,48.83%,86.63%,-85.43%,239.88%
Net Operating Cash Flow / Sales,9.00%,12.65%,21.69%,3.41%,11.60%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(53.2M),(57.7M),(58.3M),(67M),(51.9M)
Capital Expenditures Growth,-,-8.46%,-1.04%,-14.92%,22.54%
Capital Expenditures / Sales,-4.00%,-4.10%,-3.81%,-4.73%,-3.66%
Capital Expenditures (Fixed Assets),(53.2M),(57.7M),(58.3M),(67M),(51.9M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(100K),-,-,(9.1M),(600K)
Sale of Fixed Assets & Businesses,500K,-,88.3M,7.1M,-
Purchase/Sale of Investments,6M,-,-,-,(2.2M)
Purchase of Investments,6M,-,-,-,(2.2M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(15M),(1M),(2M),(1.3M),1.3M
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(54.4M),(58.9M),28.6M,(69.3M),(52.9M)
Net Investing Cash Flow Growth,-,-8.27%,148.56%,-342.31%,23.67%
Net Investing Cash Flow / Sales,-4.09%,-4.19%,1.87%,-4.89%,-3.73%
