Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,2.03B,2.8B,3.4B,2.93B,3.73B
Net Income Growth,-,37.97%,21.48%,-13.68%,27.13%
"Depreciation, Depletion & Amortization",406M,425M,406M,428M,438M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,-,-,-,-,-
Deferred Taxes,-,-,-,-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,98M,28M,640M,129M,881M
Funds from Operations,2.53B,3.25B,4.45B,3.49B,5.05B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,841M,(2.17B),(2.39B),(793M),(2.15B)
Receivables,394M,(626M),(454M),(47M),285M
Accounts Payable,158M,46M,781M,198M,(31M)
Other Assets/Liabilities,81M,(1.77B),(1.58B),(369M),(641M)
Net Operating Cash Flow,3.37B,1.08B,2.06B,2.7B,2.9B
Net Operating Cash Flow Growth,-,-68.07%,90.99%,31.16%,7.30%
Net Operating Cash Flow / Sales,41.85%,11.54%,19.22%,24.17%,26.47%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(506M),(430M),(583M),(491M),(554M)
Capital Expenditures Growth,-,15.02%,-35.58%,15.78%,-12.83%
Capital Expenditures / Sales,-6.28%,-4.61%,-5.45%,-4.40%,-5.07%
Capital Expenditures (Fixed Assets),(506M),(430M),(583M),(491M),(554M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(48M),(93M),(238M),(50M),(4.46B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,136M,710M,709M,15M,92M
Purchase of Investments,(1.27B),(449M),(517M),(419M),(333M)
Sale/Maturity of Investments,1.4B,1.16B,1.23B,434M,425M
Other Uses,-,(59M),-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(372M),50M,(112M),(526M),(4.88B)
Net Investing Cash Flow Growth,-,113.44%,-324.00%,-369.64%,-827.00%
Net Investing Cash Flow / Sales,-4.62%,0.54%,-1.05%,-4.71%,-44.59%
