Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,351M,539M,506M,514M,587M
Net Income Growth,-,53.56%,-6.12%,1.58%,14.20%
"Depreciation, Depletion & Amortization",527M,546M,539M,510M,535M
Depreciation and Depletion,500M,517M,478M,478M,504M
Amortization of Intangible Assets,27M,29M,61M,32M,31M
Deferred Taxes & Investment Tax Credit,(53M),(24M),14M,(11M),(53M)
Deferred Taxes,(53M),(24M),14M,(11M),(53M)
Investment Tax Credit,-,-,-,-,-
Other Funds,258M,23M,30M,63M,51M
Funds from Operations,1.08B,1.08B,1.09B,1.08B,1.12B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(40M),100M,(98M),182M,(73M)
Receivables,(223M),(32M),84M,93M,(181M)
Accounts Payable,215M,176M,(183M),101M,149M
Other Assets/Liabilities,(32M),(44M),1M,(12M),(41M)
Net Operating Cash Flow,1.04B,1.18B,991M,1.26B,1.05B
Net Operating Cash Flow Growth,-,13.52%,-16.30%,26.94%,-16.77%
Net Operating Cash Flow / Sales,23.30%,25.38%,21.18%,26.99%,20.83%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(396M),(464M),(774M),(418M),(550M)
Capital Expenditures Growth,-,-17.17%,-66.81%,45.99%,-31.58%
Capital Expenditures / Sales,-8.85%,-9.95%,-16.55%,-8.97%,-10.94%
Capital Expenditures (Fixed Assets),(396M),(464M),(774M),(418M),(550M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(3M),(1M),(64M),(9M),(1M)
Sale of Fixed Assets & Businesses,2M,53M,26M,5M,6M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,23M,14M,24M,(150M),17M
Other Sources,(7M),32M,17M,24M,(24M)
Net Investing Cash Flow,(374M),(398M),(788M),(572M),(528M)
Net Investing Cash Flow Growth,-,-6.42%,-97.99%,27.41%,7.69%
Net Investing Cash Flow / Sales,-8.36%,-8.53%,-16.84%,-12.27%,-10.50%
