Item,01-Jan-0001,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Net Income before Extraordinaries,1.89B,1.67B,1.28B,904M,2.1B
Net Income Growth,-,-11.51%,-23.08%,-29.54%,131.97%
"Depreciation, Depletion & Amortization",510M,515M,481M,486M,447M
Depreciation and Depletion,-,488M,454M,458M,413M
Amortization of Intangible Assets,-,27M,27M,28M,34M
Deferred Taxes & Investment Tax Credit,(43M),(58M),(170M),210M,(173M)
Deferred Taxes,-,(58M),(170M),210M,(173M)
Investment Tax Credit,-,-,-,-,-
Other Funds,42M,19M,27M,16M,(178M)
Funds from Operations,2.39B,2.14B,1.62B,1.62B,2.19B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(214M),384M,1.79B,(4.17B),(1.4B)
Receivables,-,680M,1.41B,(106M),(1.43B)
Accounts Payable,-,424M,1.14B,(1.55B),1.11B
Other Assets/Liabilities,-,(76M),(61M),(1.03B),(161M)
Net Operating Cash Flow,-,2.53B,3.41B,(2.55B),791M
Net Operating Cash Flow Growth,-,-,34.97%,-174.82%,130.98%
Net Operating Cash Flow / Sales,-,21.93%,30.15%,-26.72%,5.93%
Item,01-Jan-0001,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Capital Expenditures,-,(618M),(878M),(584M),(766M)
Capital Expenditures Growth,-,-,-42.07%,33.49%,-31.16%
Capital Expenditures / Sales,-,-5.36%,-7.76%,-6.11%,-5.74%
Capital Expenditures (Fixed Assets),-,(618M),(878M),(584M),(766M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(15M),-,(225M),(24M),(449M)
Sale of Fixed Assets & Businesses,466M,499M,584M,479M,556M
Purchase/Sale of Investments,-,(6M),(52M),(27M),27M
Purchase of Investments,-,(41M),(79M),(48M),48M
Sale/Maturity of Investments,-,35M,27M,21M,(21M)
Other Uses,-,(5.72B),(6.58B),(5.63B),(6.66B)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,-,(1.72B),(2.65B),648M,(2.54B)
Net Investing Cash Flow Growth,-,-,-54.40%,124.47%,-491.36%
Net Investing Cash Flow / Sales,-,-14.88%,-23.40%,6.78%,-19.01%
