Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,266.4M,285.05M,308.58M,445.33M,293.74M
Net Income Growth,-,7.00%,8.26%,44.32%,-34.04%
"Depreciation, Depletion & Amortization",280.26M,322.08M,353.92M,526.28M,364.65M
Depreciation and Depletion,274.65M,276.85M,280.81M,289.33M,294.24M
Amortization of Intangible Assets,5.61M,45.24M,73.11M,236.95M,70.41M
Deferred Taxes & Investment Tax Credit,78.47M,70.96M,155.71M,67.56M,59.41M
Deferred Taxes,78.47M,70.96M,155.71M,67.56M,59.41M
Investment Tax Credit,-,-,-,-,-
Other Funds,(107.97M),8.31M,(525.83M),(298.86M),(340.84M)
Funds from Operations,517.16M,686.39M,292.38M,740.31M,376.96M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(121.13M),26.44M,149.95M,(368.37M),92.92M
Receivables,39.08M,(72.94M),22.7M,(291.72M),115.59M
Accounts Payable,(103.95M),27.16M,229.31M,(68.91M),(14.64M)
Other Assets/Liabilities,(176.67M),101.82M,(51.89M),11.76M,(27.53M)
Net Operating Cash Flow,396.03M,712.83M,442.33M,371.94M,469.88M
Net Operating Cash Flow Growth,-,79.99%,-37.95%,-15.91%,26.33%
Net Operating Cash Flow / Sales,18.66%,29.30%,17.82%,10.71%,18.26%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(734.24M),(787.91M),(963.94M),(764.59M),(784.49M)
Capital Expenditures Growth,-,-7.31%,-22.34%,20.68%,-2.60%
Capital Expenditures / Sales,-34.59%,-32.39%,-38.84%,-22.03%,-30.49%
Capital Expenditures (Fixed Assets),(734.24M),(787.91M),(963.94M),(764.59M),(784.49M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(64.75M),(137.17M),(69.89M),(99.63M),(161.12M)
Purchase of Investments,(238.77M),(217.95M),(183.16M),(190.04M),(239.7M)
Sale/Maturity of Investments,174.02M,80.78M,113.27M,90.41M,78.59M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(793.46M),(920.31M),(1.03B),(858.25M),(940.81M)
Net Investing Cash Flow Growth,-,-15.99%,-11.82%,16.60%,-9.62%
Net Investing Cash Flow / Sales,-37.38%,-37.83%,-41.46%,-24.72%,-36.57%
