Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,6.12B,6.24B,4.98B,8.12B,4.55B
Funds from Operations Growth,-,2.06%,-20.23%,63.08%,-44.00%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,11.25B,(24.09B),6.65B,(5.61B),24.12B
Net Operating Cash Flow,17.36B,(17.84B),11.63B,2.51B,28.66B
Net Operating Cash Flow Growth,-,-202.77%,165.16%,-78.42%,"1,042.41%"
Net Operating Cash Flow / Interest Income,590.75%,-572.44%,386.25%,78.11%,590.87%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(1.35B),(883M),(1.12B),(953M),(1.05B)
Capital Expenditures (Fixed Assets),(1.35B),(883M),(1.12B),(953M),(1.05B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,(13M),(1.82B)
Sale of Fixed Assets & Businesses,543M,2.38B,822M,428M,511M
Purchase/Sale of Investments,3.4B,(14.93B),14.71B,(34.57B),(15.66B)
Purchase of Investments,(6.87B),(14.1B),(6.1B),(36.94B),(18.25B)
Sale/Maturity of Investments,10.26B,(829M),20.81B,2.37B,2.6B
Increase in Loans,(9.14B),(12.37B),(15.08B),(10.07B),(11B)
Decrease in Loans,-,-,-,2.7B,342M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(6.12B),(26.24B),(667M),(42.48B),(28.68B)
Net Investing Cash Flow Growth,-,-328.97%,97.46%,"-6,269.12%",32.50%
Net Investing Cash Flow / Interest Income,-208.10%,-841.71%,-22.16%,"-1,322.60%",-591.16%
