Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,219M,199M,191M,205M,(98M)
Net Income Growth,-,-9.13%,-4.02%,7.33%,-147.80%
"Depreciation, Depletion & Amortization",44M,48M,51M,52M,51M
Depreciation and Depletion,18M,19M,17M,19M,16M
Amortization of Intangible Assets,26M,29M,34M,33M,35M
Deferred Taxes & Investment Tax Credit,(3M),(1M),(63M),(37M),(87M)
Deferred Taxes,(3M),(1M),(63M),(37M),(87M)
Investment Tax Credit,-,-,-,-,-
Other Funds,23M,16M,5M,(22M),15M
Funds from Operations,283M,262M,184M,198M,(119M)
Extraordinaries,-,-,-,-,-
Changes in Working Capital,32M,35M,49M,(144M),219M
Receivables,(44M),(48M),(132M),(56M),(114M)
Accounts Payable,20M,8M,98M,(14M),135M
Other Assets/Liabilities,15M,30M,4M,(4M),322M
Net Operating Cash Flow,315M,297M,233M,54M,100M
Net Operating Cash Flow Growth,-,-5.71%,-21.55%,-76.82%,85.19%
Net Operating Cash Flow / Sales,22.74%,20.68%,15.92%,3.73%,6.94%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(15M),(13M),(21M),(14M),(17M)
Capital Expenditures Growth,-,13.33%,-61.54%,33.33%,-21.43%
Capital Expenditures / Sales,-1.08%,-0.91%,-1.43%,-0.97%,-1.18%
Capital Expenditures (Fixed Assets),(15M),(13M),(21M),(14M),(17M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(17M),(290M),(145M),-,(875M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(4M),(7M),(11M),(5M),(1M)
Purchase of Investments,(4M),(7M),(11M),(5M),(1M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(36M),(310M),(177M),(19M),(893M)
Net Investing Cash Flow Growth,-,-761.11%,42.90%,89.27%,"-4,600.00%"
Net Investing Cash Flow / Sales,-2.60%,-21.59%,-12.09%,-1.31%,-61.97%
