Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,(173.4M),(245.98M),(256.43M),(254.61M),(213.42M)
Net Income Growth,-,-41.86%,-4.25%,0.71%,16.18%
"Depreciation, Depletion & Amortization",183.31M,177.11M,170.42M,184.56M,162.97M
Depreciation and Depletion,176.2M,169.7M,162.1M,176.3M,154.1M
Amortization of Intangible Assets,7.11M,7.41M,8.32M,8.26M,8.87M
Deferred Taxes & Investment Tax Credit,(1.06M),240K,(2.18M),415K,14K
Deferred Taxes,(1.06M),240K,(2.18M),415K,14K
Investment Tax Credit,-,-,-,-,-
Other Funds,31.26M,58.53M,75.38M,74.89M,50.83M
Funds from Operations,40.11M,(10.1M),(12.81M),5.25M,386K
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(13.01M),20.08M,7.05M,(122.64M),(43.57M)
Receivables,(30.85M),24.07M,288K,11.87M,3.97M
Accounts Payable,45.32M,33.12M,18.8M,(118.79M),(30.85M)
Other Assets/Liabilities,(27.48M),(37.11M),(12.04M),(15.72M),(16.68M)
Net Operating Cash Flow,27.1M,9.98M,(5.76M),(117.39M),(43.18M)
Net Operating Cash Flow Growth,-,-63.19%,-157.73%,"-1,938.29%",63.22%
Net Operating Cash Flow / Sales,2.74%,1.00%,-0.55%,-12.31%,-4.75%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(77.02M),(107.04M),(57.83M),(97.24M),(98.17M)
Capital Expenditures Growth,-,-38.99%,45.98%,-68.16%,-0.95%
Capital Expenditures / Sales,-7.78%,-10.76%,-5.49%,-10.20%,-10.80%
Capital Expenditures (Fixed Assets),(77.02M),(107.04M),(57.83M),(97.24M),(98.17M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,(16.52M)
Sale of Fixed Assets & Businesses,3.37M,187K,579K,50.06M,(50.03M)
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(73.65M),(106.86M),(113.28M),(47.18M),(164.73M)
Net Investing Cash Flow Growth,-,-45.09%,-6.01%,58.35%,-249.13%
Net Investing Cash Flow / Sales,-7.44%,-10.74%,-10.76%,-4.95%,-18.12%
