Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,1.8B,1.67B,1.71B,1.63B,1.84B
Net Income Growth,-,-6.95%,2.27%,-4.73%,12.58%
"Depreciation, Depletion & Amortization",550M,553M,556M,555M,559M
Depreciation and Depletion,550M,553M,556M,555M,559M
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,74M,61M,(35M),60M,33M
Deferred Taxes,74M,61M,(35M),60M,33M
Investment Tax Credit,-,-,-,-,-
Other Funds,3M,61M,11M,(43M),(9M)
Funds from Operations,2.43B,2.35B,2.24B,2.2B,2.42B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(164M),(64M),286M,34M,(487M)
Receivables,(56M),(13M),(43M),(236M),(94M)
Accounts Payable,140M,(77M),188M,63M,140M
Other Assets/Liabilities,(2M),22M,12M,(43M),4M
Net Operating Cash Flow,2.26B,2.28B,2.53B,2.24B,1.93B
Net Operating Cash Flow Growth,-,1.02%,10.73%,-11.59%,-13.64%
Net Operating Cash Flow / Sales,41.08%,41.03%,44.11%,38.16%,30.80%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(654M),(755M),(991M),(848M),(797M)
Capital Expenditures Growth,-,-15.44%,-31.26%,14.43%,6.01%
Capital Expenditures / Sales,-11.88%,-13.56%,-17.29%,-14.47%,-12.71%
Capital Expenditures (Fixed Assets),(654M),(755M),(991M),(848M),(797M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,84M,19M,58M,32M,88M
Purchase/Sale of Investments,24M,-,-,-,-
Purchase of Investments,-,(16M),(30M),-,-
Sale/Maturity of Investments,24M,16M,30M,-,-
Other Uses,(6M),6M,-,(20M),5M
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(566M),(721M),(917M),(836M),(704M)
Net Investing Cash Flow Growth,-,-27.39%,-27.18%,8.83%,15.79%
Net Investing Cash Flow / Sales,-10.28%,-12.95%,-16.00%,-14.27%,-11.23%
