Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,(25M),736M,(255M),781M,265M
Net Income Growth,-,"3,044.00%",-134.65%,406.27%,-66.07%
"Depreciation, Depletion & Amortization",227M,228M,233M,220M,236M
Depreciation and Depletion,169M,167M,174M,156M,171M
Amortization of Intangible Assets,58M,61M,59M,64M,65M
Deferred Taxes & Investment Tax Credit,(241M),(6M),(922M),23M,(130M)
Deferred Taxes,(241M),(6M),(922M),23M,(130M)
Investment Tax Credit,-,-,-,-,-
Other Funds,454M,109M,3.18B,(66M),642M
Funds from Operations,415M,1.07B,2.24B,958M,1.01B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,804M,(648M),680M,(472M),(711M)
Receivables,96M,30M,(5M),(123M),(99M)
Accounts Payable,231M,(26M),214M,6M,196M
Other Assets/Liabilities,603M,(615M),351M,27M,(422M)
Net Operating Cash Flow,1.22B,419M,2.92B,486M,302M
Net Operating Cash Flow Growth,-,-65.63%,595.94%,-83.33%,-37.86%
Net Operating Cash Flow / Sales,18.43%,6.63%,43.46%,8.04%,4.61%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(204M),(224M),(250M),(214M),(221M)
Capital Expenditures Growth,-,-9.80%,-11.61%,14.40%,-3.27%
Capital Expenditures / Sales,-3.08%,-3.54%,-3.73%,-3.54%,-3.37%
Capital Expenditures (Fixed Assets),(204M),(224M),(250M),(214M),(221M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(74M),(261M),(240M)
Sale of Fixed Assets & Businesses,3.44B,(34M),1.61B,-,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,(2M),(26M),-,-
Other Sources,-,-,-,14M,(14M)
Net Investing Cash Flow,3.24B,(283M),1.29B,(469M),(452M)
Net Investing Cash Flow Growth,-,-108.73%,557.24%,-136.24%,3.62%
Net Investing Cash Flow / Sales,49.02%,-4.48%,19.29%,-7.76%,-6.90%
