Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,5.96B,6.08B,5.17B,6.72B,6.88B
Funds from Operations Growth,-,2.01%,-15.04%,30.07%,2.44%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,9.49B,1.39B,(13.32B),2.59B,(15.21B)
Net Operating Cash Flow,15.45B,7.47B,(8.15B),9.3B,(8.33B)
Net Operating Cash Flow Growth,-,-51.64%,-209.10%,214.16%,-189.49%
Net Operating Cash Flow / Interest Income,123.94%,59.05%,-63.53%,70.75%,-53.27%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(941M),(1.04B),(1.31B),(1.23B),(1.24B)
Capital Expenditures (Fixed Assets),(941M),(1.04B),(1.31B),(1.23B),(1.24B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,18M,115M,47M,15M,16M
Purchase/Sale of Investments,(34.13B),(15.05B),5.34B,(50.52B),12.3B
Purchase of Investments,(98.76B),(104.96B),(70.88B),(138.72B),(62.15B)
Sale/Maturity of Investments,64.63B,89.91B,76.21B,88.19B,74.45B
Increase in Loans,-,3.23B,(741M),(9.64B),(5.15B)
Decrease in Loans,(10.95B),6.88B,(6B),3.9B,4.11B
Other Uses,-,-,-,-,-
Other Sources,41M,65M,39M,109M,(109M)
Net Investing Cash Flow,(52.26B),(5.8B),(2.63B),(57.37B),9.6B
Net Investing Cash Flow Growth,-,88.90%,54.66%,"-2,082.31%",116.74%
Net Investing Cash Flow / Interest Income,-419.31%,-45.84%,-20.49%,-436.26%,61.43%
