Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,529.46M,574.25M,549.04M,455.12M,557.43M
Funds from Operations Growth,-,8.46%,-4.39%,-17.11%,22.48%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,12.95M,122.45M,47.07M,(83.42M),61.84M
Net Operating Cash Flow,542.4M,696.7M,596.1M,371.71M,619.27M
Net Operating Cash Flow Growth,-,28.45%,-14.44%,-37.64%,66.60%
Net Operating Cash Flow / Interest Income,55.90%,70.16%,62.19%,40.04%,42.27%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(56.46M),(27.25M),142.99M,(27.91M),(59.83M)
Capital Expenditures (Fixed Assets),(13.44M),(42.71M),(62.05M),(27.91M),(59.83M)
Capital Expenditures (Other Assets),(43.02M),15.45M,205.03M,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,393.92M
Purchase/Sale of Investments,421.5M,(242.41M),(599.99M),(1.9B),(1.53B)
Purchase of Investments,(116.03M),(793.25M),(1.19B),(2.73B),(2.68B)
Sale/Maturity of Investments,537.53M,550.83M,589.47M,834.49M,1.15B
Increase in Loans,(1.47B),(4.7B),(3.47B),-,-
Decrease in Loans,1.19B,3.63B,699.4M,6.92B,11.28B
Other Uses,(138.14M),(70.82M),(122M),(215.2M),(109.39M)
Other Sources,-,-,-,342.95M,696.08M
Net Investing Cash Flow,(56.05M),(1.41B),(3.35B),5.12B,10.41B
Net Investing Cash Flow Growth,-,"-2,408.66%",-138.42%,252.71%,103.36%
Net Investing Cash Flow / Interest Income,-5.78%,-141.62%,-349.77%,551.53%,710.59%
