Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,337.7M,326.3M,399.9M,305.8M,267.3M
Net Income Growth,-,-3.38%,22.56%,-23.53%,-12.59%
"Depreciation, Depletion & Amortization",91M,170M,181.5M,164.4M,162.8M
Depreciation and Depletion,84.7M,89.3M,94.2M,98.4M,97M
Amortization of Intangible Assets,6.3M,80.7M,87.3M,66M,65.8M
Deferred Taxes & Investment Tax Credit,1M,(56.9M),6.1M,300K,23.9M
Deferred Taxes,1M,(56.9M),6.1M,300K,23.9M
Investment Tax Credit,-,-,-,-,-
Other Funds,43.7M,55.8M,52.4M,57.1M,46.6M
Funds from Operations,473.4M,495.2M,639.9M,527.6M,500.6M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(200.5M),(96.9M),(58.2M),(134.8M),(286.8M)
Receivables,(71.5M),(220.8M),(17.8M),(24.1M),12.5M
Accounts Payable,18.1M,37.8M,(500K),15.5M,17.5M
Other Assets/Liabilities,(79.4M),121.4M,(75.4M),(39.3M),(140.4M)
Net Operating Cash Flow,272.9M,398.3M,581.7M,392.8M,213.8M
Net Operating Cash Flow Growth,-,45.95%,46.05%,-32.47%,-45.57%
Net Operating Cash Flow / Sales,24.44%,30.38%,38.51%,29.41%,17.35%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(116.5M),(269.9M),(101.6M),(134.9M),(127.5M)
Capital Expenditures Growth,-,-131.67%,62.36%,-32.78%,5.49%
Capital Expenditures / Sales,-10.44%,-20.59%,-6.73%,-10.10%,-10.34%
Capital Expenditures (Fixed Assets),(115M),(263M),(95.8M),(126.7M),(125.2M)
Capital Expenditures (Other Assets),(1.5M),(6.9M),(5.8M),(8.2M),(2.3M)
Net Assets from Acquisitions,-,(2.75B),-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,7.6M
Purchase/Sale of Investments,230.4M,(11.3M),3.6M,18.5M,102.7M
Purchase of Investments,(100.3M),(92.4M),(29.6M),(49M),(12.8M)
Sale/Maturity of Investments,330.7M,81.1M,33.2M,67.5M,115.5M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,113.9M,(3.03B),(98M),(116.4M),(17.2M)
Net Investing Cash Flow Growth,-,"-2,762.16%",96.77%,-18.78%,85.22%
Net Investing Cash Flow / Sales,10.20%,-231.31%,-6.49%,-8.72%,-1.40%
