Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,978M,691M,422M,713M,(108M)
Net Income Growth,-,-29.35%,-38.93%,68.96%,-115.15%
"Depreciation, Depletion & Amortization",4.08B,4.15B,3.87B,3.59B,3.49B
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,226M,(27M),(213M),185M,(76M)
Deferred Taxes,226M,(27M),(213M),185M,(76M)
Investment Tax Credit,-,-,-,-,-
Other Funds,222M,295M,371M,397M,1B
Funds from Operations,5.5B,5.1B,4.45B,4.88B,4.31B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(728M),419M,(505M),(264M),645M
Receivables,(2.41B),(984M),(2.34B),(1.52B),(1.76B)
Accounts Payable,28M,111M,1.79B,(59M),36M
Other Assets/Liabilities,1.07B,1.25B,748M,1.41B,1.89B
Net Operating Cash Flow,4.78B,5.52B,3.95B,4.62B,4.96B
Net Operating Cash Flow Growth,-,15.66%,-28.54%,16.95%,7.37%
Net Operating Cash Flow / Sales,23.93%,28.14%,18.99%,22.94%,25.16%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(3.28B),(3.35B),(2.96B),(6.22B),(3.69B)
Capital Expenditures Growth,-,-2.23%,11.73%,-110.41%,40.75%
Capital Expenditures / Sales,-16.43%,-17.08%,-14.23%,-30.93%,-18.72%
Capital Expenditures (Fixed Assets),(3.27B),(2.94B),(2.93B),(3.38B),(3.57B)
Capital Expenditures (Other Assets),(8M),(407M),(29M),(2.84B),(116M)
Net Assets from Acquisitions,(1M),(1.89B),-,(52M),-
Sale of Fixed Assets & Businesses,31M,-,9M,-,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,(1M),1M
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(2.08B),(4.15B),(1.91B),(5.09B),(2.56B)
Net Investing Cash Flow Growth,-,-99.33%,53.95%,-166.32%,49.74%
Net Investing Cash Flow / Sales,-10.44%,-21.16%,-9.20%,-25.31%,-12.99%
