Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,592M,438M,662M,323M,656M
Net Income Growth,-,-26.01%,51.14%,-51.21%,103.10%
"Depreciation, Depletion & Amortization",241M,235M,238M,242M,253M
Depreciation and Depletion,92M,91M,93M,92M,93M
Amortization of Intangible Assets,149M,144M,145M,150M,160M
Deferred Taxes & Investment Tax Credit,-,-,(237M),-,-
Deferred Taxes,-,-,(237M),-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,176M,260M,215M,90M,47M
Funds from Operations,1.01B,933M,878M,655M,956M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(131M),-,122M,(452M),(427M)
Receivables,(89M),(121M),(232M),53M,(212M)
Accounts Payable,94M,77M,195M,(52M),86M
Other Assets/Liabilities,(177M),80M,(109M),127M,31M
Net Operating Cash Flow,878M,933M,1B,203M,529M
Net Operating Cash Flow Growth,-,6.26%,7.18%,-79.70%,160.59%
Net Operating Cash Flow / Sales,20.45%,22.43%,21.27%,4.75%,11.77%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(106M),(130M),(206M),(119M),(143M)
Capital Expenditures Growth,-,-22.64%,-58.46%,42.23%,-20.17%
Capital Expenditures / Sales,-2.47%,-3.13%,-4.38%,-2.78%,-3.18%
Capital Expenditures (Fixed Assets),(106M),(130M),(206M),(119M),(143M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(77M),(122M),(113M),(2.56B),-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(10M),8M,1M,2M,(11M)
Purchase of Investments,(26M),(7M),(11M),(9M),(29M)
Sale/Maturity of Investments,16M,15M,12M,11M,18M
Other Uses,(2M),(3M),4M,(2M),2M
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(202M),(247M),(314M),(2.68B),(152M)
Net Investing Cash Flow Growth,-,-22.28%,-27.13%,-754.14%,94.33%
Net Investing Cash Flow / Sales,-4.70%,-5.94%,-6.68%,-62.74%,-3.38%
